row_id,split,year,nct_id,brief_title,condition_group,sponsor_type,phase,enrollment,sites_planned,duration_months,eligibility_word_count,country_count,prior_amendment_count,rare_disease,gene_therapy,protocol_amendment_burden
519,train,2023,NCT09000520,neurology,neurology,government,phase2,90,1,20,186,1,1,0,0,0
520,train,2023,NCT09000521,rare disease basket registry rare genetic,rare_disease,academic,phase3,43,5,27,244,3,5,1,0,0
521,train,2023,NCT09000522,cardiology first in human,cardiology,small_biotech,phase2,129,,19,247,1,3,0,0,1
522,train,2023,NCT09000523,neurology,neurology,industry,phase1,291,4,17,280,3,2,0,0,0
523,train,2023,NCT09000524,metabolic,metabolic,academic,phase2,82,1,5,236,1,1,0,0,0
524,train,2023,NCT09000525,cardiology,cardiology,government,phase2,54,4,26,172,2,3,0,0,0
525,train,2023,NCT09000526,neurology first in human,neurology,small_biotech,phase4,110,14,33,122,2,1,0,0,0
526,train,2023,NCT09000527,rare disease rare genetic,rare_disease,government,phase1,15,1,9,265,1,3,1,0,0
527,train,2023,NCT09000528,rare disease rare genetic first in human long term extension,rare_disease,small_biotech,phase1,24,6,29,174,1,1,1,0,0
528,train,2023,NCT09000529,rare disease basket biomarker rare genetic first in human long term extension,rare_disease,small_biotech,phase3,99,10,44,228,2,5,1,1,0
529,train,2023,NCT09000530,metabolic basket platform first in human,metabolic,small_biotech,phase4,25,,23,216,1,2,0,0,0
530,train,2023,NCT09000531,rare disease rare genetic,rare_disease,industry,phase2,86,5,29,243,1,1,1,1,1
531,train,2023,NCT09000532,rare disease rare genetic first in human long term extension,rare_disease,small_biotech,phase2,31,2,10,154,1,1,1,0,0
532,train,2023,NCT09000533,neurology first in human,neurology,small_biotech,phase4,96,,30,130,3,1,0,0,0
533,train,2023,NCT09000534,cardiology,cardiology,industry,phase1,194,13,31,289,2,0,0,0,0
534,train,2023,NCT09000535,oncology,oncology,industry,phase1,118,3,14,177,2,0,0,0,0
535,train,2023,NCT09000536,neurology long term extension,neurology,academic,phase2,28,1,8,175,1,3,0,1,0
536,train,2023,NCT09000537,rare disease basket dose rare genetic long term extension,rare_disease,government,phase1,57,11,22,353,2,3,1,1,1
537,train,2023,NCT09000538,cardiology first in human,cardiology,small_biotech,phase4,21,5,18,183,3,1,0,0,0
538,train,2023,NCT09000539,infectious long term extension,infectious,government,phase1,54,4,11,251,1,2,0,0,0
539,train,2023,NCT09000540,neurology long term extension,neurology,government,phase1,76,2,30,173,1,1,0,0,0
540,train,2023,NCT09000541,neurology,neurology,academic,phase3,197,3,37,134,1,5,0,1,0
541,train,2023,NCT09000542,neurology long term extension,neurology,government,phase3,137,11,41,134,1,2,0,0,0
542,train,2023,NCT09000543,rare disease rare genetic first in human,rare_disease,small_biotech,phase2,48,1,18,184,1,2,1,0,1
543,train,2023,NCT09000544,oncology first in human,oncology,small_biotech,phase3,54,2,22,256,1,5,0,1,1
544,train,2023,NCT09000545,neurology,neurology,industry,phase3,725,,19,174,2,2,0,0,0
545,train,2023,NCT09000546,neurology,neurology,industry,phase2,66,2,13,217,2,2,0,0,0
546,train,2023,NCT09000547,metabolic long term extension,metabolic,government,phase3,82,12,45,159,1,4,0,0,0
547,train,2023,NCT09000548,neurology extension pediatric first in human,neurology,small_biotech,phase1,215,,29,257,5,2,0,0,0
548,train,2023,NCT09000549,metabolic,metabolic,academic,phase4,12,,34,206,2,1,0,0,0
549,train,2023,NCT09000550,metabolic registry extension,metabolic,industry,phase2,89,31,50,211,3,2,0,0,0
550,train,2023,NCT09000551,oncology registry registry rare genetic first in human,oncology,small_biotech,phase3,22,12,37,304,1,3,1,0,0
551,train,2023,NCT09000552,metabolic basket biomarker first in human,metabolic,small_biotech,phase3,68,,31,316,1,3,0,0,0
552,train,2023,NCT09000553,oncology basket biomarker long term extension,oncology,industry,phase4,251,3,9,219,2,1,0,0,0
553,train,2023,NCT09000554,metabolic biomarker decentralized first in human,metabolic,small_biotech,phase4,63,7,22,249,2,4,0,0,1
554,train,2023,NCT09000555,oncology long term extension,oncology,academic,phase1,121,1,8,202,1,1,0,0,0
555,train,2023,NCT09000556,infectious rare genetic,infectious,industry,phase4,37,8,11,176,3,1,1,0,0
556,train,2023,NCT09000557,infectious long term extension,infectious,academic,phase2,130,1,15,190,1,0,0,0,0
557,train,2023,NCT09000558,metabolic long term extension,metabolic,academic,phase3,36,5,26,163,3,3,0,0,0
558,train,2023,NCT09000559,metabolic,metabolic,government,phase2,61,2,25,175,2,0,0,0,0
559,train,2023,NCT09000560,cardiology,cardiology,academic,phase2,64,4,16,179,2,2,0,0,1
560,train,2023,NCT09000561,cardiology adaptive adaptive long term extension,cardiology,government,phase3,213,7,31,235,1,3,0,0,0
561,train,2023,NCT09000562,cardiology long term extension,cardiology,academic,phase2,105,3,5,197,2,1,0,0,1
562,train,2023,NCT09000563,infectious basket adaptive first in human,infectious,small_biotech,phase4,85,1,13,142,2,4,0,0,0
563,train,2023,NCT09000564,metabolic,metabolic,academic,phase2,64,,22,202,1,2,0,0,1
564,train,2023,NCT09000565,infectious,infectious,government,phase2,34,1,5,195,2,2,0,0,0
565,train,2023,NCT09000566,neurology,neurology,industry,phase1,122,3,11,231,1,3,0,0,0
566,train,2023,NCT09000567,cardiology long term extension,cardiology,government,phase4,36,5,22,150,1,1,0,0,0
567,train,2023,NCT09000568,infectious,infectious,government,phase4,12,3,19,238,1,0,0,0,0
568,train,2023,NCT09000569,rare disease platform biomarker rare genetic,rare_disease,industry,phase1,89,11,32,262,3,2,1,0,0
569,train,2023,NCT09000570,metabolic pediatric extension,metabolic,government,phase3,184,5,18,247,1,4,0,0,1
570,train,2023,NCT09000571,infectious first in human,infectious,small_biotech,phase3,112,14,31,184,2,3,0,0,0
571,train,2023,NCT09000572,metabolic adaptive registry,metabolic,industry,phase3,142,11,26,233,3,4,0,1,0
572,train,2023,NCT09000573,rare disease rare genetic,rare_disease,government,phase4,20,,14,185,2,2,1,1,0
573,train,2023,NCT09000574,metabolic decentralized extension first in human,metabolic,small_biotech,phase2,140,2,16,231,1,1,0,0,0
574,train,2023,NCT09000575,oncology,oncology,government,phase4,73,2,13,237,1,2,0,0,0
575,train,2023,NCT09000576,infectious decentralized device first in human,infectious,small_biotech,phase2,264,3,11,243,1,4,0,0,1
576,train,2023,NCT09000577,cardiology,cardiology,industry,phase4,91,7,18,190,4,1,0,0,0
577,train,2023,NCT09000578,infectious first in human long term extension,infectious,small_biotech,phase4,107,3,16,110,1,2,0,0,0
578,train,2023,NCT09000579,rare disease rare genetic first in human,rare_disease,small_biotech,phase1,63,5,12,247,1,1,1,0,1
579,train,2023,NCT09000580,neurology,neurology,government,phase4,23,,28,198,3,3,0,0,0
580,train,2023,NCT09000581,cardiology decentralized dose first in human long term extension,cardiology,small_biotech,phase4,476,2,22,258,1,4,0,1,1
581,train,2023,NCT09000582,oncology first in human long term extension,oncology,small_biotech,phase1,96,4,21,198,2,1,0,0,1
582,train,2023,NCT09000583,cardiology dose pediatric long term extension,cardiology,government,phase3,117,8,32,175,1,4,0,0,0
583,train,2023,NCT09000584,neurology adaptive platform long term extension,neurology,government,phase4,21,1,19,313,1,2,0,0,0
584,train,2023,NCT09000585,neurology,neurology,industry,phase4,36,4,7,210,4,2,0,0,1
585,train,2023,NCT09000586,metabolic,metabolic,government,phase3,64,6,26,178,1,3,0,0,0
586,train,2023,NCT09000587,metabolic,metabolic,industry,phase2,45,3,12,175,4,2,0,0,1
587,train,2023,NCT09000588,metabolic decentralized adaptive,metabolic,industry,phase3,532,5,33,259,3,5,0,0,0
588,train,2023,NCT09000589,metabolic long term extension,metabolic,industry,phase4,78,3,16,178,4,3,0,0,1
589,train,2023,NCT09000590,rare disease extension platform rare genetic,rare_disease,industry,phase2,54,,25,232,4,2,1,0,0
590,train,2023,NCT09000591,cardiology,cardiology,government,phase1,70,1,12,203,1,2,0,0,0
591,train,2023,NCT09000592,infectious first in human,infectious,small_biotech,phase2,61,4,28,145,2,3,0,1,0
592,train,2023,NCT09000593,rare disease rare genetic first in human,rare_disease,small_biotech,phase1,45,2,7,158,1,1,1,0,0
593,train,2023,NCT09000594,neurology first in human long term extension,neurology,small_biotech,phase3,164,6,32,177,2,5,0,1,0
594,train,2023,NCT09000595,rare disease platform decentralized rare genetic,rare_disease,industry,phase1,42,2,31,301,2,5,1,1,1
595,train,2023,NCT09000596,cardiology long term extension,cardiology,government,phase3,319,5,23,106,2,4,0,0,0
596,train,2023,NCT09000597,metabolic long term extension,metabolic,academic,phase4,157,1,15,162,1,3,0,0,0
597,train,2023,NCT09000598,metabolic,metabolic,academic,phase1,137,10,26,189,2,1,0,0,0
598,train,2023,NCT09000599,rare disease rare genetic,rare_disease,academic,phase4,27,3,12,345,1,2,1,0,0
599,train,2023,NCT09000600,metabolic extension dose,metabolic,government,phase2,64,12,14,277,1,3,0,0,1
600,train,2023,NCT09000601,rare disease rare genetic,rare_disease,academic,phase2,19,1,10,212,1,2,1,0,0
601,train,2023,NCT09000602,metabolic,metabolic,academic,phase1,47,7,25,186,2,1,0,0,0
602,train,2023,NCT09000603,oncology,oncology,academic,phase4,73,3,11,176,2,0,0,0,0
603,train,2023,NCT09000604,infectious platform platform,infectious,industry,phase4,250,3,24,287,4,3,0,0,0
604,train,2023,NCT09000605,rare disease rare genetic,rare_disease,government,phase2,17,3,13,290,1,1,1,0,0
605,train,2023,NCT09000606,infectious,infectious,government,phase1,34,,20,191,1,1,0,0,0
606,train,2023,NCT09000607,neurology decentralized platform long term extension,neurology,academic,phase3,110,20,44,212,1,6,0,1,0
607,train,2023,NCT09000608,rare disease rare genetic,rare_disease,academic,phase2,76,9,39,166,3,1,1,1,0
608,train,2023,NCT09000609,neurology,neurology,industry,phase3,400,,35,260,3,3,0,0,0
609,train,2023,NCT09000610,neurology first in human,neurology,small_biotech,phase4,64,,17,207,3,1,0,0,0
610,train,2023,NCT09000611,infectious first in human,infectious,small_biotech,phase3,161,13,36,203,1,3,0,0,0
611,train,2023,NCT09000612,oncology,oncology,government,phase2,220,2,17,169,1,2,0,0,0
612,train,2023,NCT09000613,neurology,neurology,government,phase4,104,5,28,139,1,3,0,0,0
613,train,2023,NCT09000614,cardiology,cardiology,academic,phase3,241,4,24,201,1,4,0,0,0
614,train,2023,NCT09000615,infectious dose device,infectious,academic,phase3,192,4,34,245,2,6,0,1,0
615,train,2023,NCT09000616,infectious rare genetic,infectious,industry,phase4,97,3,9,163,2,3,1,1,0
616,train,2023,NCT09000617,neurology dose biomarker,neurology,government,phase3,97,,16,322,1,4,0,0,1
617,train,2023,NCT09000618,neurology biomarker dose,neurology,industry,phase1,170,12,35,301,4,2,0,0,0
618,train,2023,NCT09000619,cardiology,cardiology,government,phase2,187,3,21,179,1,1,0,0,0
619,train,2023,NCT09000620,metabolic first in human,metabolic,small_biotech,phase2,100,,17,140,2,3,0,0,0
620,train,2023,NCT09000621,oncology long term extension,oncology,academic,phase3,62,5,5,80,1,2,0,0,0
621,train,2023,NCT09000622,cardiology,cardiology,government,phase3,64,3,20,148,2,2,0,0,0
622,train,2023,NCT09000623,metabolic rare genetic,metabolic,government,phase4,29,5,21,97,2,2,1,0,0
623,train,2023,NCT09000624,infectious,infectious,government,phase1,36,3,20,192,1,2,0,0,0
624,train,2023,NCT09000625,neurology long term extension,neurology,academic,phase1,102,5,21,206,1,2,0,0,0
625,train,2023,NCT09000626,infectious basket extension,infectious,industry,phase3,271,45,85,231,6,4,0,0,0
626,train,2023,NCT09000627,rare disease adaptive registry rare genetic,rare_disease,industry,phase4,51,10,23,213,3,2,1,1,1
627,train,2023,NCT09000628,infectious adaptive decentralized first in human,infectious,small_biotech,phase1,120,2,19,333,1,2,0,0,0
628,train,2023,NCT09000629,oncology,oncology,government,phase2,70,2,4,160,3,2,0,0,0
629,train,2023,NCT09000630,neurology first in human,neurology,small_biotech,phase1,48,4,9,263,4,1,0,0,0
630,train,2023,NCT09000631,infectious extension device rare genetic,infectious,industry,phase4,103,4,20,213,1,3,1,0,1
631,train,2023,NCT09000632,rare disease rare genetic first in human,rare_disease,small_biotech,phase1,23,4,17,301,1,0,1,0,0
632,train,2023,NCT09000633,metabolic device adaptive first in human,metabolic,small_biotech,phase2,94,4,4,277,1,3,0,0,1
633,train,2023,NCT09000634,neurology first in human,neurology,small_biotech,phase4,28,,9,84,2,1,0,0,0
634,train,2023,NCT09000635,neurology first in human,neurology,small_biotech,phase3,128,2,27,172,2,3,0,0,0
635,train,2023,NCT09000636,infectious basket basket first in human,infectious,small_biotech,phase2,67,1,9,216,1,3,0,0,0
636,train,2023,NCT09000637,cardiology biomarker decentralized rare genetic,cardiology,industry,phase2,26,2,4,286,3,4,1,0,0
637,train,2023,NCT09000638,rare disease biomarker pediatric rare genetic first in human,rare_disease,small_biotech,phase1,227,,23,327,1,3,1,0,0
638,train,2023,NCT09000639,infectious first in human,infectious,small_biotech,phase2,69,2,10,144,1,2,0,0,0
639,train,2023,NCT09000640,metabolic,metabolic,academic,phase3,49,3,16,156,1,2,0,0,0
640,train,2023,NCT09000641,rare disease rare genetic first in human,rare_disease,small_biotech,phase2,16,2,15,145,1,3,1,1,0
641,train,2023,NCT09000642,cardiology biomarker adaptive first in human long term extension,cardiology,small_biotech,phase4,64,,28,241,3,3,0,0,1
642,train,2023,NCT09000643,oncology,oncology,government,phase2,51,2,9,113,1,1,0,1,0
643,train,2023,NCT09000644,metabolic,metabolic,industry,phase1,18,3,16,219,1,2,0,0,0
644,train,2023,NCT09000645,rare disease device platform rare genetic,rare_disease,government,phase1,80,3,25,191,2,2,1,1,0
645,train,2023,NCT09000646,neurology,neurology,government,phase1,166,,28,220,2,0,0,0,0
646,train,2023,NCT09000647,oncology long term extension,oncology,government,phase3,146,,23,167,1,4,0,0,0
647,train,2023,NCT09000648,oncology biomarker platform,oncology,industry,phase1,388,1,32,316,1,2,0,0,1
648,train,2023,NCT09000649,rare disease rare genetic,rare_disease,government,phase1,68,2,27,241,1,2,1,0,0
649,train,2023,NCT09000650,metabolic,metabolic,academic,phase4,84,3,20,165,2,1,0,0,0
650,train,2023,NCT09000651,rare disease biomarker platform rare genetic first in human,rare_disease,small_biotech,phase3,24,8,32,318,2,4,1,0,0
651,train,2023,NCT09000652,oncology,oncology,industry,phase3,118,15,36,277,2,3,0,0,0
652,train,2023,NCT09000653,infectious,infectious,government,phase3,102,5,31,121,1,4,0,0,0
653,train,2023,NCT09000654,metabolic,metabolic,government,phase4,59,6,14,233,2,2,0,0,1
654,train,2023,NCT09000655,oncology,oncology,academic,phase4,57,2,12,141,5,2,0,0,0
655,train,2023,NCT09000656,infectious first in human long term extension,infectious,small_biotech,phase1,239,,17,151,1,1,0,0,1
656,train,2023,NCT09000657,neurology rare genetic long term extension,neurology,industry,phase3,191,17,39,165,3,3,1,0,0
657,train,2023,NCT09000658,infectious,infectious,academic,phase4,203,1,9,159,1,2,0,0,0
658,train,2023,NCT09000659,infectious,infectious,industry,phase4,119,7,19,188,2,0,0,0,0
659,train,2023,NCT09000660,infectious,infectious,academic,phase4,48,5,15,169,1,0,0,0,1
660,train,2023,NCT09000661,neurology,neurology,academic,phase3,121,2,29,232,1,3,0,0,0
661,train,2023,NCT09000662,infectious rare genetic,infectious,government,phase2,7,2,11,181,1,2,1,0,0
662,train,2023,NCT09000663,rare disease rare genetic,rare_disease,industry,phase4,47,5,22,227,4,3,1,0,0
663,train,2023,NCT09000664,infectious device decentralized,infectious,industry,phase4,71,10,36,262,3,4,0,0,0
664,train,2023,NCT09000665,metabolic long term extension,metabolic,government,phase1,150,5,14,189,3,2,0,0,0
665,train,2023,NCT09000666,neurology,neurology,academic,phase1,69,9,15,185,2,1,0,0,0
666,train,2023,NCT09000667,metabolic first in human long term extension,metabolic,small_biotech,phase1,188,1,22,271,1,2,0,0,0
667,train,2023,NCT09000668,rare disease rare genetic long term extension,rare_disease,government,phase2,8,10,18,227,1,2,1,0,0
668,train,2023,NCT09000669,rare disease rare genetic,rare_disease,academic,phase4,36,5,9,217,1,1,1,0,1
669,train,2023,NCT09000670,cardiology first in human,cardiology,small_biotech,phase1,81,2,8,199,1,3,0,0,1
670,train,2023,NCT09000671,neurology platform pediatric,neurology,government,phase4,37,4,13,202,1,2,0,0,0
671,train,2023,NCT09000672,infectious,infectious,academic,phase1,88,,24,110,1,2,0,0,0
672,train,2023,NCT09000673,neurology basket registry,neurology,academic,phase2,36,,8,262,1,3,0,0,0
673,train,2023,NCT09000674,rare disease registry dose rare genetic,rare_disease,government,phase2,49,6,32,259,1,2,1,1,0
674,train,2023,NCT09000675,metabolic first in human long term extension,metabolic,small_biotech,phase2,494,2,10,162,1,2,0,0,0
675,train,2023,NCT09000676,metabolic,metabolic,academic,phase4,34,12,33,216,1,0,0,0,0
676,train,2023,NCT09000677,oncology registry registry long term extension,oncology,government,phase3,502,7,30,244,1,3,0,0,0
677,train,2023,NCT09000678,metabolic,metabolic,academic,phase4,33,2,19,166,1,3,0,0,0
678,train,2023,NCT09000679,infectious,infectious,government,phase1,30,2,17,175,1,3,0,0,0
679,train,2023,NCT09000680,metabolic,metabolic,government,phase2,61,5,8,172,2,2,0,0,1
680,train,2023,NCT09000681,infectious,infectious,government,phase4,40,2,18,151,3,0,0,0,0
681,train,2023,NCT09000682,cardiology platform adaptive first in human,cardiology,small_biotech,phase3,177,,33,165,2,4,0,1,0
682,train,2023,NCT09000683,cardiology registry biomarker first in human,cardiology,small_biotech,phase2,76,6,19,201,2,4,0,0,0
683,train,2023,NCT09000684,neurology first in human long term extension,neurology,small_biotech,phase3,209,7,23,158,4,4,0,0,0
684,train,2023,NCT09000685,rare disease rare genetic first in human,rare_disease,small_biotech,phase3,71,,31,182,1,5,1,1,1
685,train,2023,NCT09000686,rare disease rare genetic,rare_disease,industry,phase3,190,16,33,228,3,3,1,0,0
686,train,2023,NCT09000687,cardiology pediatric basket first in human,cardiology,small_biotech,phase4,39,2,17,212,1,4,0,0,0
687,train,2023,NCT09000688,oncology decentralized platform first in human,oncology,small_biotech,phase1,31,,17,292,1,2,0,0,0
688,train,2023,NCT09000689,oncology first in human,oncology,small_biotech,phase2,31,6,24,82,2,1,0,0,0
689,train,2023,NCT09000690,rare disease rare genetic,rare_disease,industry,phase3,66,2,19,211,1,4,1,0,0
690,train,2023,NCT09000691,oncology first in human,oncology,small_biotech,phase1,60,,26,206,1,3,0,0,0
691,train,2023,NCT09000692,cardiology pediatric adaptive,cardiology,government,phase3,225,18,36,264,1,4,0,0,0
692,train,2023,NCT09000693,infectious,infectious,academic,phase2,80,4,4,143,1,1,0,0,1
693,train,2023,NCT09000694,neurology,neurology,academic,phase1,94,2,9,174,2,1,0,0,0
694,train,2023,NCT09000695,neurology first in human,neurology,small_biotech,phase2,149,2,23,143,1,2,0,0,0
695,train,2023,NCT09000696,metabolic dose adaptive,metabolic,academic,phase2,54,1,10,234,2,3,0,0,0
696,train,2023,NCT09000697,cardiology adaptive basket,cardiology,academic,phase4,57,7,23,261,3,4,0,0,0
697,train,2023,NCT09000698,neurology platform platform rare genetic,neurology,academic,phase3,31,6,15,244,1,5,1,0,0
698,train,2023,NCT09000699,cardiology biomarker decentralized first in human,cardiology,small_biotech,phase4,14,1,14,272,2,3,0,1,0
699,train,2023,NCT09000700,cardiology adaptive pediatric,cardiology,industry,phase4,66,3,31,313,1,2,0,0,0
700,train,2023,NCT09000701,metabolic first in human,metabolic,small_biotech,phase3,262,,30,126,1,3,0,0,0
701,train,2023,NCT09000702,neurology first in human long term extension,neurology,small_biotech,phase4,47,3,23,202,3,4,0,1,0
702,train,2023,NCT09000703,rare disease rare genetic,rare_disease,government,phase1,84,2,22,311,1,2,1,0,1
703,train,2023,NCT09000704,metabolic adaptive decentralized first in human long term extension,metabolic,small_biotech,phase2,154,4,23,264,1,2,0,0,0
704,train,2023,NCT09000705,cardiology,cardiology,industry,phase2,47,1,17,140,3,1,0,0,0
705,train,2023,NCT09000706,rare disease rare genetic,rare_disease,industry,phase2,98,3,18,176,4,1,1,0,0
706,train,2023,NCT09000707,rare disease rare genetic first in human long term extension,rare_disease,small_biotech,phase1,67,4,18,207,1,1,1,0,0
707,train,2023,NCT09000708,cardiology,cardiology,academic,phase4,34,,13,197,3,0,0,0,0
708,train,2023,NCT09000709,infectious,infectious,government,phase3,66,2,26,212,2,4,0,0,0
709,train,2023,NCT09000710,infectious pediatric adaptive first in human,infectious,small_biotech,phase2,168,,13,303,1,3,0,0,1
710,train,2023,NCT09000711,cardiology first in human,cardiology,small_biotech,phase1,38,2,13,151,1,1,0,0,0
711,train,2023,NCT09000712,neurology,neurology,industry,phase2,284,3,36,81,4,1,0,0,0
712,train,2023,NCT09000713,oncology first in human,oncology,small_biotech,phase2,84,4,24,132,1,3,0,0,1
713,train,2023,NCT09000714,neurology first in human,neurology,small_biotech,phase3,441,11,39,177,1,2,0,0,0
714,train,2023,NCT09000715,neurology,neurology,industry,phase2,40,1,10,172,2,1,0,0,0
715,train,2023,NCT09000716,metabolic,metabolic,government,phase2,27,1,4,97,1,3,0,0,0
716,train,2023,NCT09000717,oncology,oncology,academic,phase4,105,14,30,183,1,2,0,0,0
717,train,2023,NCT09000718,neurology,neurology,government,phase2,54,7,26,203,1,0,0,0,0
718,train,2023,NCT09000719,rare disease rare genetic long term extension,rare_disease,academic,phase2,127,2,7,204,1,1,1,0,0
719,train,2023,NCT09000720,neurology rare genetic,neurology,government,phase3,10,1,4,255,1,4,1,0,0
720,train,2023,NCT09000721,cardiology,cardiology,industry,phase3,106,2,11,220,4,4,0,0,1
721,train,2023,NCT09000722,rare disease rare genetic,rare_disease,academic,phase2,49,2,25,155,1,0,1,0,0
722,train,2023,NCT09000723,infectious registry decentralized first in human long term extension,infectious,small_biotech,phase3,113,18,35,174,2,5,0,0,0
723,train,2023,NCT09000724,metabolic first in human,metabolic,small_biotech,phase3,194,1,27,182,1,3,0,0,0
724,train,2023,NCT09000725,infectious platform decentralized,infectious,government,phase2,43,2,13,160,1,2,0,0,0
725,train,2023,NCT09000726,oncology,oncology,government,phase2,19,2,24,177,1,2,0,0,0
726,train,2023,NCT09000727,rare disease rare genetic,rare_disease,government,phase1,91,3,16,196,1,3,1,0,0
727,train,2023,NCT09000728,oncology,oncology,industry,phase1,40,,12,175,1,1,0,0,0
728,train,2023,NCT09000729,oncology pediatric biomarker first in human,oncology,small_biotech,phase3,251,3,23,201,1,5,0,0,1
729,train,2023,NCT09000730,neurology long term extension,neurology,industry,phase3,203,20,40,240,4,2,0,0,0
730,train,2023,NCT09000731,neurology,neurology,academic,phase4,177,2,16,255,3,1,0,0,1
731,train,2023,NCT09000732,rare disease rare genetic,rare_disease,industry,phase2,23,5,12,214,3,1,1,0,0
732,train,2023,NCT09000733,infectious pediatric decentralized,infectious,industry,phase3,287,6,30,186,3,5,0,0,1
733,train,2023,NCT09000734,neurology long term extension,neurology,academic,phase4,169,,20,148,2,2,0,1,0
734,train,2023,NCT09000735,metabolic,metabolic,academic,phase1,53,1,5,175,1,2,0,0,0
735,train,2023,NCT09000736,cardiology adaptive dose rare genetic,cardiology,government,phase2,20,2,13,260,1,2,1,0,0
736,train,2023,NCT09000737,rare disease biomarker decentralized rare genetic first in human,rare_disease,small_biotech,phase3,33,6,13,227,1,4,1,0,1
737,train,2023,NCT09000738,metabolic,metabolic,academic,phase2,198,1,7,145,1,0,0,0,0
738,train,2023,NCT09000739,oncology,oncology,government,phase1,140,4,34,199,2,1,0,0,0
739,train,2023,NCT09000740,oncology long term extension,oncology,industry,phase2,339,2,21,208,2,3,0,0,0
740,train,2023,NCT09000741,rare disease rare genetic first in human,rare_disease,small_biotech,phase1,20,3,12,208,1,1,1,0,1
741,train,2023,NCT09000742,rare disease adaptive pediatric rare genetic long term extension,rare_disease,industry,phase3,46,17,54,243,3,5,1,1,0
742,train,2023,NCT09000743,oncology pediatric platform,oncology,government,phase3,195,2,17,255,1,5,0,0,0
743,train,2023,NCT09000744,metabolic,metabolic,academic,phase1,80,1,5,258,1,2,0,0,0
744,train,2023,NCT09000745,metabolic,metabolic,industry,phase1,29,7,12,168,2,1,0,0,0
745,train,2023,NCT09000746,neurology,neurology,industry,phase1,48,14,31,197,2,0,0,0,0
746,train,2023,NCT09000747,metabolic long term extension,metabolic,industry,phase2,105,4,19,264,2,1,0,0,0
747,train,2023,NCT09000748,rare disease rare genetic first in human,rare_disease,small_biotech,phase4,35,2,17,188,1,1,1,0,0
748,train,2023,NCT09000749,cardiology pediatric dose long term extension,cardiology,industry,phase1,45,13,15,310,4,2,0,0,0
749,train,2023,NCT09000750,oncology device extension long term extension,oncology,government,phase3,129,4,23,232,2,5,0,0,0
750,train,2023,NCT09000751,infectious,infectious,government,phase1,107,2,4,249,1,4,0,1,0
751,train,2023,NCT09000752,neurology long term extension,neurology,industry,phase2,58,5,16,131,3,3,0,0,1
752,train,2023,NCT09000753,cardiology,cardiology,industry,phase4,143,5,31,146,2,3,0,1,0
753,train,2023,NCT09000754,cardiology adaptive basket,cardiology,academic,phase2,79,1,7,281,3,3,0,0,0
754,train,2023,NCT09000755,infectious rare genetic first in human,infectious,small_biotech,phase4,74,2,34,170,1,1,1,1,0
755,train,2023,NCT09000756,neurology long term extension,neurology,academic,phase2,120,2,4,242,1,2,0,0,0
756,train,2023,NCT09000757,neurology rare genetic first in human,neurology,small_biotech,phase2,22,3,10,253,1,1,1,0,0
757,train,2023,NCT09000758,neurology rare genetic,neurology,academic,phase2,40,3,26,305,2,1,1,1,1
758,train,2023,NCT09000759,neurology long term extension,neurology,industry,phase1,249,2,4,296,1,0,0,0,0
759,train,2023,NCT09000760,oncology rare genetic long term extension,oncology,academic,phase4,25,2,17,206,1,2,1,0,0
760,train,2023,NCT09000761,neurology dose basket first in human long term extension,neurology,small_biotech,phase3,323,14,48,244,1,3,0,0,0
761,train,2023,NCT09000762,oncology,oncology,academic,phase4,29,1,17,145,1,1,0,0,0
762,train,2023,NCT09000763,metabolic first in human,metabolic,small_biotech,phase4,129,2,15,145,1,2,0,0,0
763,train,2023,NCT09000764,infectious,infectious,government,phase1,121,1,29,184,1,2,0,0,0
764,train,2023,NCT09000765,oncology long term extension,oncology,government,phase1,38,,7,88,1,2,0,0,1
765,train,2023,NCT09000766,neurology basket adaptive first in human,neurology,small_biotech,phase1,50,2,27,222,1,4,0,1,1
766,train,2023,NCT09000767,cardiology first in human,cardiology,small_biotech,phase4,90,6,15,197,1,2,0,0,1
767,train,2023,NCT09000768,metabolic first in human,metabolic,small_biotech,phase1,24,21,41,228,2,2,0,1,0
768,train,2023,NCT09000769,cardiology device pediatric first in human,cardiology,small_biotech,phase2,72,1,4,217,4,1,0,0,0
769,train,2023,NCT09000770,cardiology,cardiology,government,phase2,56,2,17,161,1,2,0,0,0
770,train,2023,NCT09000771,cardiology,cardiology,government,phase2,181,2,20,202,1,3,0,0,0
771,train,2023,NCT09000772,neurology long term extension,neurology,government,phase4,75,3,16,151,1,2,0,0,0
772,train,2023,NCT09000773,metabolic,metabolic,academic,phase2,23,6,10,198,1,1,0,0,0
773,train,2023,NCT09000774,cardiology,cardiology,government,phase4,25,,38,157,1,1,0,0,0
774,train,2023,NCT09000775,rare disease rare genetic,rare_disease,academic,phase1,51,3,20,219,1,3,1,0,0
775,train,2023,NCT09000776,neurology platform pediatric long term extension,neurology,government,phase4,14,2,12,264,1,4,0,1,0
776,train,2023,NCT09000777,infectious,infectious,government,phase2,185,4,19,241,2,1,0,0,1
777,train,2023,NCT09000778,oncology decentralized platform first in human,oncology,small_biotech,phase2,87,4,25,141,1,2,0,0,0
778,train,2023,NCT09000779,rare disease rare genetic,rare_disease,government,phase1,67,5,22,165,2,2,1,0,0
779,train,2023,NCT09000780,neurology adaptive platform,neurology,academic,phase2,62,1,13,230,2,2,0,0,0
