subscription_id,customer_id,plan_id,status,cycle_start,cycle_end
S00870,C01870,P1,ACTIVE,2025-03-01,2025-03-31
S00871,C01871,P3,ACTIVE,2025-03-01,2025-03-31
S00872,C01872,P3,ACTIVE,2025-03-01,2025-03-31
S00873,C01873,P3,ACTIVE,2025-03-01,2025-03-31
S00874,C01874,P1,ACTIVE,2025-03-01,2025-03-31
S00875,C01875,P2,ACTIVE,2025-03-01,2025-03-31
S00876,C01876,P2,ACTIVE,2025-03-01,2025-03-31
S00877,C01877,P4,ACTIVE,2025-03-01,2025-03-31
S00878,C01878,P1,ACTIVE,2025-03-01,2025-03-31
S00879,C01879,P2,ACTIVE,2025-03-01,2025-03-31
S00880,C01880,P4,ACTIVE,2025-03-01,2025-03-31
S00881,C01881,P1,ACTIVE,2025-03-01,2025-03-31
S00882,C01882,P1,CANCELLED,2025-03-01,2025-03-31
S00883,C01883,P1,ACTIVE,2025-03-01,2025-03-31
S00884,C01884,P4,ACTIVE,2025-03-01,2025-03-31
S00885,C01885,P3,SUSPENDED,2025-03-01,2025-03-31
S00886,C01886,P3,CANCELLED,2025-03-01,2025-03-31
S00887,C01887,P2,ACTIVE,2025-03-01,2025-03-31
S00888,C01888,P3,ACTIVE,2025-03-01,2025-03-31
S00889,C01889,P3,ACTIVE,2025-03-01,2025-03-31
S00890,C01890,P1,ACTIVE,2025-03-01,2025-03-31
S00891,C01891,P3,ACTIVE,2025-03-01,2025-03-31
S00892,C01892,P1,ACTIVE,2025-03-01,2025-03-31
S00893,C01893,P4,ACTIVE,2025-03-01,2025-03-31
S00894,C01894,P1,ACTIVE,2025-03-01,2025-03-31
S00895,C01895,P3,CANCELLED,2025-03-01,2025-03-31
S00896,C01896,P3,ACTIVE,2025-03-01,2025-03-31
S00897,C01897,P2,CANCELLED,2025-03-01,2025-03-31
S00898,C01898,P3,ACTIVE,2025-03-01,2025-03-31
S00899,C01899,P2,ACTIVE,2025-03-01,2025-03-31
S00900,C01900,P4,ACTIVE,2025-03-01,2025-03-31
S00901,C01901,P3,ACTIVE,2025-03-01,2025-03-31
S00902,C01902,P2,ACTIVE,2025-03-01,2025-03-31
S00903,C01903,P2,ACTIVE,2025-03-01,2025-03-31
S00904,C01904,P1,ACTIVE,2025-03-01,2025-03-31
S00905,C01905,P1,ACTIVE,2025-03-01,2025-03-31
S00906,C01906,P2,ACTIVE,2025-03-01,2025-03-31
S00907,C01907,P1,ACTIVE,2025-03-01,2025-03-31
S00908,C01908,P2,ACTIVE,2025-03-01,2025-03-31
S00909,C01909,P1,ACTIVE,2025-03-01,2025-03-31
S00910,C01910,P1,SUSPENDED,2025-03-01,2025-03-31
S00911,C01911,P3,ACTIVE,2025-03-01,2025-03-31
S00912,C01912,P1,ACTIVE,2025-03-01,2025-03-31
S00913,C01913,P3,ACTIVE,2025-03-01,2025-03-31
S00914,C01914,P1,ACTIVE,2025-03-01,2025-03-31
S00915,C01915,P1,ACTIVE,2025-03-01,2025-03-31
S00916,C01916,P2,ACTIVE,2025-03-01,2025-03-31
S00917,C01917,P4,CANCELLED,2025-03-01,2025-03-31
S00918,C01918,P2,ACTIVE,2025-03-01,2025-03-31
S00919,C01919,P1,CANCELLED,2025-03-01,2025-03-31
S00920,C01920,P2,ACTIVE,2025-03-01,2025-03-31
S00921,C01921,P1,ACTIVE,2025-03-01,2025-03-31
S00922,C01922,P3,ACTIVE,2025-03-01,2025-03-31
S00923,C01923,P2,ACTIVE,2025-03-01,2025-03-31
S00924,C01924,P1,ACTIVE,2025-03-01,2025-03-31
S00925,C01925,P2,ACTIVE,2025-03-01,2025-03-31
S00926,C01926,P3,ACTIVE,2025-03-01,2025-03-31
S00927,C01927,P2,ACTIVE,2025-03-01,2025-03-31
S00928,C01928,P1,ACTIVE,2025-03-01,2025-03-31
S00929,C01929,P1,CANCELLED,2025-03-01,2025-03-31
S00930,C01930,P3,CANCELLED,2025-03-01,2025-03-31
S00931,C01931,P1,SUSPENDED,2025-03-01,2025-03-31
S00932,C01932,P2,CANCELLED,2025-03-01,2025-03-31
S00933,C01933,P2,ACTIVE,2025-03-01,2025-03-31
S00934,C01934,P1,ACTIVE,2025-03-01,2025-03-31
S00935,C01935,P1,ACTIVE,2025-03-01,2025-03-31
S00936,C01936,P1,ACTIVE,2025-03-01,2025-03-31
S00937,C01937,P2,ACTIVE,2025-03-01,2025-03-31
S00938,C01938,P4,ACTIVE,2025-03-01,2025-03-31
S00939,C01939,P3,ACTIVE,2025-03-01,2025-03-31
S00940,C01940,P2,CANCELLED,2025-03-01,2025-03-31
S00941,C01941,P1,ACTIVE,2025-03-01,2025-03-31
S00942,C01942,P1,ACTIVE,2025-03-01,2025-03-31
S00943,C01943,P3,ACTIVE,2025-03-01,2025-03-31
S00944,C01944,P4,ACTIVE,2025-03-01,2025-03-31
S00945,C01945,P1,ACTIVE,2025-03-01,2025-03-31
S00946,C01946,P2,ACTIVE,2025-03-01,2025-03-31
S00947,C01947,P2,ACTIVE,2025-03-01,2025-03-31
S00948,C01948,P1,ACTIVE,2025-03-01,2025-03-31
S00949,C01949,P1,ACTIVE,2025-03-01,2025-03-31
S00950,C01950,P1,ACTIVE,2025-03-01,2025-03-31
S00951,C01951,P1,CANCELLED,2025-03-01,2025-03-31
S00952,C01952,P2,ACTIVE,2025-03-01,2025-03-31
S00953,C01953,P1,ACTIVE,2025-03-01,2025-03-31
S00954,C01954,P4,ACTIVE,2025-03-01,2025-03-31
S00955,C01955,P2,ACTIVE,2025-03-01,2025-03-31
S00956,C01956,P1,ACTIVE,2025-03-01,2025-03-31
S00957,C01957,P4,CANCELLED,2025-03-01,2025-03-31
S00958,C01958,P1,ACTIVE,2025-03-01,2025-03-31
S00959,C01959,P3,ACTIVE,2025-03-01,2025-03-31
S00960,C01960,P1,ACTIVE,2025-03-01,2025-03-31
S00961,C01961,P1,SUSPENDED,2025-03-01,2025-03-31
S00962,C01962,P2,ACTIVE,2025-03-01,2025-03-31
S00963,C01963,P1,ACTIVE,2025-03-01,2025-03-31
S00964,C01964,P2,ACTIVE,2025-03-01,2025-03-31
S00965,C01965,P2,ACTIVE,2025-03-01,2025-03-31
S00966,C01966,P1,ACTIVE,2025-03-01,2025-03-31
S00967,C01967,P1,CANCELLED,2025-03-01,2025-03-31
S00968,C01968,P1,ACTIVE,2025-03-01,2025-03-31
S00969,C01969,P1,ACTIVE,2025-03-01,2025-03-31
S00970,C01970,P1,ACTIVE,2025-03-01,2025-03-31
S00971,C01971,P2,ACTIVE,2025-03-01,2025-03-31
S00972,C01972,P1,ACTIVE,2025-03-01,2025-03-31
S00973,C01973,P4,ACTIVE,2025-03-01,2025-03-31
S00974,C01974,P1,ACTIVE,2025-03-01,2025-03-31
S00975,C01975,P1,ACTIVE,2025-03-01,2025-03-31
S00976,C01976,P1,ACTIVE,2025-03-01,2025-03-31
S00977,C01977,P4,ACTIVE,2025-03-01,2025-03-31
S00978,C01978,P3,ACTIVE,2025-03-01,2025-03-31
S00979,C01979,P3,ACTIVE,2025-03-01,2025-03-31
S00980,C01980,P1,CANCELLED,2025-03-01,2025-03-31
S00981,C01981,P1,ACTIVE,2025-03-01,2025-03-31
S00982,C01982,P2,ACTIVE,2025-03-01,2025-03-31
S00983,C01983,P2,ACTIVE,2025-03-01,2025-03-31
S00984,C01984,P1,ACTIVE,2025-03-01,2025-03-31
S00985,C01985,P1,ACTIVE,2025-03-01,2025-03-31
S00986,C01986,P3,ACTIVE,2025-03-01,2025-03-31
S00987,C01987,P2,ACTIVE,2025-03-01,2025-03-31
S00988,C01988,P1,ACTIVE,2025-03-01,2025-03-31
S00989,C01989,P3,SUSPENDED,2025-03-01,2025-03-31
S00990,C01990,P1,CANCELLED,2025-03-01,2025-03-31
S00991,C01991,P3,ACTIVE,2025-03-01,2025-03-31
S00992,C01992,P1,ACTIVE,2025-03-01,2025-03-31
S00993,C01993,P1,ACTIVE,2025-03-01,2025-03-31
S00994,C01994,P3,ACTIVE,2025-03-01,2025-03-31
S00995,C01995,P2,ACTIVE,2025-03-01,2025-03-31
S00996,C01996,P3,ACTIVE,2025-03-01,2025-03-31
S00997,C01997,P2,ACTIVE,2025-03-01,2025-03-31
S00998,C01998,P1,ACTIVE,2025-03-01,2025-03-31
S00999,C01999,P3,ACTIVE,2025-03-01,2025-03-31
S01000,C02000,P1,ACTIVE,2025-03-01,2025-03-31
S01001,C02001,P1,ACTIVE,2025-03-01,2025-03-31
S01002,C02002,P2,ACTIVE,2025-03-01,2025-03-31
S01003,C02003,P1,ACTIVE,2025-03-01,2025-03-31
S01004,C02004,P2,ACTIVE,2025-03-01,2025-03-31
S01005,C02005,P3,CANCELLED,2025-03-01,2025-03-31
S01006,C02006,P2,ACTIVE,2025-03-01,2025-03-31
S01007,C02007,P3,ACTIVE,2025-03-01,2025-03-31
S01008,C02008,P1,ACTIVE,2025-03-01,2025-03-31
S01009,C02009,P2,ACTIVE,2025-03-01,2025-03-31
S01010,C02010,P1,ACTIVE,2025-03-01,2025-03-31
S01011,C02011,P3,ACTIVE,2025-03-01,2025-03-31
S01012,C02012,P2,ACTIVE,2025-03-01,2025-03-31
S01013,C02013,P3,ACTIVE,2025-03-01,2025-03-31
S01014,C02014,P1,ACTIVE,2025-03-01,2025-03-31
S01015,C02015,P1,ACTIVE,2025-03-01,2025-03-31
S01016,C02016,P1,ACTIVE,2025-03-01,2025-03-31
S01017,C02017,P3,ACTIVE,2025-03-01,2025-03-31
S01018,C02018,P1,CANCELLED,2025-03-01,2025-03-31
S01019,C02019,P1,ACTIVE,2025-03-01,2025-03-31
S01020,C02020,P1,ACTIVE,2025-03-01,2025-03-31
S01021,C02021,P1,ACTIVE,2025-03-01,2025-03-31
S01022,C02022,P2,ACTIVE,2025-03-01,2025-03-31
S01023,C02023,P1,ACTIVE,2025-03-01,2025-03-31
S01024,C02024,P1,ACTIVE,2025-03-01,2025-03-31
S01025,C02025,P3,ACTIVE,2025-03-01,2025-03-31
S01026,C02026,P4,ACTIVE,2025-03-01,2025-03-31
S01027,C02027,P1,SUSPENDED,2025-03-01,2025-03-31
S01028,C02028,P2,ACTIVE,2025-03-01,2025-03-31
S01029,C02029,P1,ACTIVE,2025-03-01,2025-03-31
S01030,C02030,P3,ACTIVE,2025-03-01,2025-03-31
S01031,C02031,P2,ACTIVE,2025-03-01,2025-03-31
S01032,C02032,P1,ACTIVE,2025-03-01,2025-03-31
S01033,C02033,P3,ACTIVE,2025-03-01,2025-03-31
S01034,C02034,P2,ACTIVE,2025-03-01,2025-03-31
S01035,C02035,P1,ACTIVE,2025-03-01,2025-03-31
S01036,C02036,P4,ACTIVE,2025-03-01,2025-03-31
S01037,C02037,P1,CANCELLED,2025-03-01,2025-03-31
S01038,C02038,P4,ACTIVE,2025-03-01,2025-03-31
S01039,C02039,P1,ACTIVE,2025-03-01,2025-03-31
S01040,C02040,P1,ACTIVE,2025-03-01,2025-03-31
S01041,C02041,P1,ACTIVE,2025-03-01,2025-03-31
S01042,C02042,P1,ACTIVE,2025-03-01,2025-03-31
S01043,C02043,P2,ACTIVE,2025-03-01,2025-03-31
S01044,C02044,P3,ACTIVE,2025-03-01,2025-03-31
S01045,C02045,P1,ACTIVE,2025-03-01,2025-03-31
S01046,C02046,P2,ACTIVE,2025-03-01,2025-03-31
S01047,C02047,P2,ACTIVE,2025-03-01,2025-03-31
S01048,C02048,P2,ACTIVE,2025-03-01,2025-03-31
S01049,C02049,P1,ACTIVE,2025-03-01,2025-03-31
S01050,C02050,P2,SUSPENDED,2025-03-01,2025-03-31
S01051,C02051,P3,ACTIVE,2025-03-01,2025-03-31
S01052,C02052,P2,ACTIVE,2025-03-01,2025-03-31
S01053,C02053,P3,ACTIVE,2025-03-01,2025-03-31
S01054,C02054,P1,ACTIVE,2025-03-01,2025-03-31
S01055,C02055,P1,ACTIVE,2025-03-01,2025-03-31
S01056,C02056,P2,ACTIVE,2025-03-01,2025-03-31
S01057,C02057,P2,ACTIVE,2025-03-01,2025-03-31
S01058,C02058,P2,ACTIVE,2025-03-01,2025-03-31
S01059,C02059,P1,ACTIVE,2025-03-01,2025-03-31
S01060,C02060,P3,ACTIVE,2025-03-01,2025-03-31
S01061,C02061,P1,ACTIVE,2025-03-01,2025-03-31
S01062,C02062,P4,ACTIVE,2025-03-01,2025-03-31
S01063,C02063,P4,ACTIVE,2025-03-01,2025-03-31
S01064,C02064,P1,ACTIVE,2025-03-01,2025-03-31
S01065,C02065,P2,ACTIVE,2025-03-01,2025-03-31
S01066,C02066,P2,CANCELLED,2025-03-01,2025-03-31
S01067,C02067,P4,ACTIVE,2025-03-01,2025-03-31
S01068,C02068,P2,SUSPENDED,2025-03-01,2025-03-31
S01069,C02069,P3,ACTIVE,2025-03-01,2025-03-31
S01070,C02070,P1,ACTIVE,2025-03-01,2025-03-31
S01071,C02071,P4,ACTIVE,2025-03-01,2025-03-31
S01072,C02072,P1,ACTIVE,2025-03-01,2025-03-31
S01073,C02073,P2,ACTIVE,2025-03-01,2025-03-31
S01074,C02074,P1,ACTIVE,2025-03-01,2025-03-31
S01075,C02075,P2,ACTIVE,2025-03-01,2025-03-31
S01076,C02076,P2,ACTIVE,2025-03-01,2025-03-31
S01077,C02077,P1,ACTIVE,2025-03-01,2025-03-31
S01078,C02078,P1,ACTIVE,2025-03-01,2025-03-31
S01079,C02079,P1,ACTIVE,2025-03-01,2025-03-31
S01080,C02080,P3,ACTIVE,2025-03-01,2025-03-31
S01081,C02081,P4,ACTIVE,2025-03-01,2025-03-31
S01082,C02082,P3,ACTIVE,2025-03-01,2025-03-31
S01083,C02083,P1,ACTIVE,2025-03-01,2025-03-31
S01084,C02084,P2,ACTIVE,2025-03-01,2025-03-31
S01085,C02085,P1,ACTIVE,2025-03-01,2025-03-31
S01086,C02086,P1,ACTIVE,2025-03-01,2025-03-31
S01087,C02087,P1,CANCELLED,2025-03-01,2025-03-31
S01088,C02088,P1,ACTIVE,2025-03-01,2025-03-31
S01089,C02089,P1,ACTIVE,2025-03-01,2025-03-31
S01090,C02090,P3,ACTIVE,2025-03-01,2025-03-31
S01091,C02091,P2,ACTIVE,2025-03-01,2025-03-31
S01092,C02092,P4,ACTIVE,2025-03-01,2025-03-31
S01093,C02093,P3,ACTIVE,2025-03-01,2025-03-31
S01094,C02094,P2,ACTIVE,2025-03-01,2025-03-31
S01095,C02095,P1,ACTIVE,2025-03-01,2025-03-31
S01096,C02096,P4,ACTIVE,2025-03-01,2025-03-31
S01097,C02097,P2,SUSPENDED,2025-03-01,2025-03-31
S01098,C02098,P3,ACTIVE,2025-03-01,2025-03-31
S01099,C02099,P1,ACTIVE,2025-03-01,2025-03-31
S01100,C02100,P3,ACTIVE,2025-03-01,2025-03-31
S01101,C02101,P2,ACTIVE,2025-03-01,2025-03-31
S01102,C02102,P1,ACTIVE,2025-03-01,2025-03-31
S01103,C02103,P2,ACTIVE,2025-03-01,2025-03-31
S01104,C02104,P4,ACTIVE,2025-03-01,2025-03-31
S01105,C02105,P3,SUSPENDED,2025-03-01,2025-03-31
S01106,C02106,P2,ACTIVE,2025-03-01,2025-03-31
S01107,C02107,P1,ACTIVE,2025-03-01,2025-03-31
S01108,C02108,P3,ACTIVE,2025-03-01,2025-03-31
S01109,C02109,P3,ACTIVE,2025-03-01,2025-03-31
S01110,C02110,P1,ACTIVE,2025-03-01,2025-03-31
S01111,C02111,P2,ACTIVE,2025-03-01,2025-03-31
S01112,C02112,P3,SUSPENDED,2025-03-01,2025-03-31
S01113,C02113,P2,ACTIVE,2025-03-01,2025-03-31
S01114,C02114,P3,ACTIVE,2025-03-01,2025-03-31
S01115,C02115,P4,ACTIVE,2025-03-01,2025-03-31
S01116,C02116,P2,ACTIVE,2025-03-01,2025-03-31
S01117,C02117,P1,ACTIVE,2025-03-01,2025-03-31
S01118,C02118,P4,ACTIVE,2025-03-01,2025-03-31
S01119,C02119,P3,ACTIVE,2025-03-01,2025-03-31
S01120,C02120,P1,ACTIVE,2025-03-01,2025-03-31
S01121,C02121,P3,ACTIVE,2025-03-01,2025-03-31
S01122,C02122,P1,CANCELLED,2025-03-01,2025-03-31
S01123,C02123,P3,CANCELLED,2025-03-01,2025-03-31
S01124,C02124,P1,ACTIVE,2025-03-01,2025-03-31
S01125,C02125,P4,CANCELLED,2025-03-01,2025-03-31
S01126,C02126,P1,ACTIVE,2025-03-01,2025-03-31
S01127,C02127,P1,ACTIVE,2025-03-01,2025-03-31
S01128,C02128,P2,ACTIVE,2025-03-01,2025-03-31
S01129,C02129,P3,ACTIVE,2025-03-01,2025-03-31
S01130,C02130,P1,ACTIVE,2025-03-01,2025-03-31
S01131,C02131,P1,ACTIVE,2025-03-01,2025-03-31
S01132,C02132,P1,ACTIVE,2025-03-01,2025-03-31
S01133,C02133,P1,ACTIVE,2025-03-01,2025-03-31
S01134,C02134,P1,SUSPENDED,2025-03-01,2025-03-31
S01135,C02135,P1,ACTIVE,2025-03-01,2025-03-31
S01136,C02136,P1,ACTIVE,2025-03-01,2025-03-31
S01137,C02137,P4,ACTIVE,2025-03-01,2025-03-31
S01138,C02138,P1,ACTIVE,2025-03-01,2025-03-31
S01139,C02139,P1,SUSPENDED,2025-03-01,2025-03-31
S01140,C02140,P3,SUSPENDED,2025-03-01,2025-03-31
S01141,C02141,P2,ACTIVE,2025-03-01,2025-03-31
S01142,C02142,P2,ACTIVE,2025-03-01,2025-03-31
S01143,C02143,P1,ACTIVE,2025-03-01,2025-03-31
S01144,C02144,P1,ACTIVE,2025-03-01,2025-03-31
S01145,C02145,P2,ACTIVE,2025-03-01,2025-03-31
S01146,C02146,P4,CANCELLED,2025-03-01,2025-03-31
S01147,C02147,P4,SUSPENDED,2025-03-01,2025-03-31
S01148,C02148,P1,ACTIVE,2025-03-01,2025-03-31
S01149,C02149,P3,ACTIVE,2025-03-01,2025-03-31
S01150,C02150,P2,ACTIVE,2025-03-01,2025-03-31
S01151,C02151,P1,ACTIVE,2025-03-01,2025-03-31
S01152,C02152,P2,ACTIVE,2025-03-01,2025-03-31
S01153,C02153,P4,ACTIVE,2025-03-01,2025-03-31
S01154,C02154,P1,ACTIVE,2025-03-01,2025-03-31
S01155,C02155,P1,ACTIVE,2025-03-01,2025-03-31
S01156,C02156,P3,ACTIVE,2025-03-01,2025-03-31
S01157,C02157,P4,ACTIVE,2025-03-01,2025-03-31
S01158,C02158,P4,ACTIVE,2025-03-01,2025-03-31
S01159,C02159,P2,ACTIVE,2025-03-01,2025-03-31
S01160,C02160,P1,ACTIVE,2025-03-01,2025-03-31
S01161,C02161,P1,ACTIVE,2025-03-01,2025-03-31
S01162,C02162,P1,ACTIVE,2025-03-01,2025-03-31
S01163,C02163,P1,ACTIVE,2025-03-01,2025-03-31
S01164,C02164,P1,ACTIVE,2025-03-01,2025-03-31
S01165,C02165,P2,ACTIVE,2025-03-01,2025-03-31
S01166,C02166,P1,ACTIVE,2025-03-01,2025-03-31
S01167,C02167,P1,ACTIVE,2025-03-01,2025-03-31
S01168,C02168,P4,ACTIVE,2025-03-01,2025-03-31
S01169,C02169,P2,ACTIVE,2025-03-01,2025-03-31
S01170,C02170,P1,ACTIVE,2025-03-01,2025-03-31
S01171,C02171,P2,ACTIVE,2025-03-01,2025-03-31
S01172,C02172,P1,ACTIVE,2025-03-01,2025-03-31
S01173,C02173,P2,ACTIVE,2025-03-01,2025-03-31
S01174,C02174,P2,ACTIVE,2025-03-01,2025-03-31
S01175,C02175,P2,SUSPENDED,2025-03-01,2025-03-31
S01176,C02176,P3,ACTIVE,2025-03-01,2025-03-31
S01177,C02177,P2,SUSPENDED,2025-03-01,2025-03-31
S01178,C02178,P4,SUSPENDED,2025-03-01,2025-03-31
S01179,C02179,P1,CANCELLED,2025-03-01,2025-03-31
S01180,C02180,P1,ACTIVE,2025-03-01,2025-03-31
S01181,C02181,P2,CANCELLED,2025-03-01,2025-03-31
S01182,C02182,P2,ACTIVE,2025-03-01,2025-03-31
S01183,C02183,P2,SUSPENDED,2025-03-01,2025-03-31
S01184,C02184,P3,ACTIVE,2025-03-01,2025-03-31
S01185,C02185,P2,ACTIVE,2025-03-01,2025-03-31
S01186,C02186,P1,ACTIVE,2025-03-01,2025-03-31
S01187,C02187,P2,SUSPENDED,2025-03-01,2025-03-31
S01188,C02188,P3,ACTIVE,2025-03-01,2025-03-31
S01189,C02189,P1,ACTIVE,2025-03-01,2025-03-31
S01190,C02190,P2,ACTIVE,2025-03-01,2025-03-31
S01191,C02191,P1,ACTIVE,2025-03-01,2025-03-31
S01192,C02192,P1,ACTIVE,2025-03-01,2025-03-31
S01193,C02193,P2,ACTIVE,2025-03-01,2025-03-31
S01194,C02194,P4,ACTIVE,2025-03-01,2025-03-31
S01195,C02195,P1,ACTIVE,2025-03-01,2025-03-31
S01196,C02196,P2,ACTIVE,2025-03-01,2025-03-31
S01197,C02197,P3,ACTIVE,2025-03-01,2025-03-31
S01198,C02198,P3,ACTIVE,2025-03-01,2025-03-31
S01199,C02199,P2,ACTIVE,2025-03-01,2025-03-31
S01200,C02200,P2,ACTIVE,2025-03-01,2025-03-31
S01201,C02201,P2,ACTIVE,2025-03-01,2025-03-31
S01202,C02202,P3,ACTIVE,2025-03-01,2025-03-31
S01203,C02203,P3,ACTIVE,2025-03-01,2025-03-31
S01204,C02204,P1,ACTIVE,2025-03-01,2025-03-31
S01205,C02205,P1,ACTIVE,2025-03-01,2025-03-31
S01206,C02206,P1,ACTIVE,2025-03-01,2025-03-31
S01207,C02207,P1,ACTIVE,2025-03-01,2025-03-31
S01208,C02208,P2,ACTIVE,2025-03-01,2025-03-31
S01209,C02209,P1,ACTIVE,2025-03-01,2025-03-31
S01210,C02210,P1,ACTIVE,2025-03-01,2025-03-31
S01211,C02211,P2,SUSPENDED,2025-03-01,2025-03-31
S01212,C02212,P1,ACTIVE,2025-03-01,2025-03-31
S01213,C02213,P2,ACTIVE,2025-03-01,2025-03-31
S01214,C02214,P1,ACTIVE,2025-03-01,2025-03-31
S01215,C02215,P1,ACTIVE,2025-03-01,2025-03-31
S01216,C02216,P1,ACTIVE,2025-03-01,2025-03-31
S01217,C02217,P3,CANCELLED,2025-03-01,2025-03-31
S01218,C02218,P2,ACTIVE,2025-03-01,2025-03-31
S01219,C02219,P4,ACTIVE,2025-03-01,2025-03-31
S01220,C02220,P3,ACTIVE,2025-03-01,2025-03-31
S01221,C02221,P2,ACTIVE,2025-03-01,2025-03-31
S01222,C02222,P4,ACTIVE,2025-03-01,2025-03-31
S01223,C02223,P4,ACTIVE,2025-03-01,2025-03-31
S01224,C02224,P4,ACTIVE,2025-03-01,2025-03-31
S01225,C02225,P3,ACTIVE,2025-03-01,2025-03-31
S01226,C02226,P1,CANCELLED,2025-03-01,2025-03-31
S01227,C02227,P3,ACTIVE,2025-03-01,2025-03-31
S01228,C02228,P2,CANCELLED,2025-03-01,2025-03-31
S01229,C02229,P1,ACTIVE,2025-03-01,2025-03-31
S01230,C02230,P1,ACTIVE,2025-03-01,2025-03-31
S01231,C02231,P2,ACTIVE,2025-03-01,2025-03-31
S01232,C02232,P2,ACTIVE,2025-03-01,2025-03-31
S01233,C02233,P4,ACTIVE,2025-03-01,2025-03-31
S01234,C02234,P1,ACTIVE,2025-03-01,2025-03-31
S01235,C02235,P2,ACTIVE,2025-03-01,2025-03-31
S01236,C02236,P3,SUSPENDED,2025-03-01,2025-03-31
S01237,C02237,P1,ACTIVE,2025-03-01,2025-03-31
S01238,C02238,P4,ACTIVE,2025-03-01,2025-03-31
S01239,C02239,P1,ACTIVE,2025-03-01,2025-03-31
S01240,C02240,P2,ACTIVE,2025-03-01,2025-03-31
S01241,C02241,P2,ACTIVE,2025-03-01,2025-03-31
S01242,C02242,P1,ACTIVE,2025-03-01,2025-03-31
S01243,C02243,P1,ACTIVE,2025-03-01,2025-03-31
S01244,C02244,P2,ACTIVE,2025-03-01,2025-03-31
S01245,C02245,P4,ACTIVE,2025-03-01,2025-03-31
S01246,C02246,P1,ACTIVE,2025-03-01,2025-03-31
S01247,C02247,P3,ACTIVE,2025-03-01,2025-03-31
S01248,C02248,P2,ACTIVE,2025-03-01,2025-03-31
S01249,C02249,P1,ACTIVE,2025-03-01,2025-03-31
S01250,C02250,P2,ACTIVE,2025-03-01,2025-03-31
S01251,C02251,P1,ACTIVE,2025-03-01,2025-03-31
S01252,C02252,P2,ACTIVE,2025-03-01,2025-03-31
S01253,C02253,P1,SUSPENDED,2025-03-01,2025-03-31
S01254,C02254,P1,ACTIVE,2025-03-01,2025-03-31
S01255,C02255,P1,ACTIVE,2025-03-01,2025-03-31
S01256,C02256,P1,ACTIVE,2025-03-01,2025-03-31
S01257,C02257,P2,ACTIVE,2025-03-01,2025-03-31
S01258,C02258,P2,ACTIVE,2025-03-01,2025-03-31
S01259,C02259,P1,ACTIVE,2025-03-01,2025-03-31
S01260,C02260,P2,ACTIVE,2025-03-01,2025-03-31
S01261,C02261,P1,ACTIVE,2025-03-01,2025-03-31
S01262,C02262,P1,ACTIVE,2025-03-01,2025-03-31
S01263,C02263,P1,ACTIVE,2025-03-01,2025-03-31
S01264,C02264,P3,ACTIVE,2025-03-01,2025-03-31
S01265,C02265,P2,ACTIVE,2025-03-01,2025-03-31
S01266,C02266,P2,ACTIVE,2025-03-01,2025-03-31
S01267,C02267,P1,ACTIVE,2025-03-01,2025-03-31
S01268,C02268,P4,SUSPENDED,2025-03-01,2025-03-31
S01269,C02269,P2,ACTIVE,2025-03-01,2025-03-31
S01270,C02270,P3,ACTIVE,2025-03-01,2025-03-31
S01271,C02271,P3,ACTIVE,2025-03-01,2025-03-31
S01272,C02272,P3,ACTIVE,2025-03-01,2025-03-31
S01273,C02273,P2,ACTIVE,2025-03-01,2025-03-31
S01274,C02274,P2,ACTIVE,2025-03-01,2025-03-31
S01275,C02275,P2,ACTIVE,2025-03-01,2025-03-31
S01276,C02276,P2,ACTIVE,2025-03-01,2025-03-31
S01277,C02277,P1,ACTIVE,2025-03-01,2025-03-31
S01278,C02278,P2,ACTIVE,2025-03-01,2025-03-31
S01279,C02279,P2,ACTIVE,2025-03-01,2025-03-31
S01280,C02280,P4,SUSPENDED,2025-03-01,2025-03-31
S01281,C02281,P1,ACTIVE,2025-03-01,2025-03-31
S01282,C02282,P3,ACTIVE,2025-03-01,2025-03-31
S01283,C02283,P1,ACTIVE,2025-03-01,2025-03-31
S01284,C02284,P1,ACTIVE,2025-03-01,2025-03-31
S01285,C02285,P1,ACTIVE,2025-03-01,2025-03-31
S01286,C02286,P4,ACTIVE,2025-03-01,2025-03-31
S01287,C02287,P1,ACTIVE,2025-03-01,2025-03-31
S01288,C02288,P1,ACTIVE,2025-03-01,2025-03-31
S01289,C02289,P2,ACTIVE,2025-03-01,2025-03-31
S01290,C02290,P1,CANCELLED,2025-03-01,2025-03-31
S01291,C02291,P2,ACTIVE,2025-03-01,2025-03-31
S01292,C02292,P3,ACTIVE,2025-03-01,2025-03-31
S01293,C02293,P2,ACTIVE,2025-03-01,2025-03-31
S01294,C02294,P1,ACTIVE,2025-03-01,2025-03-31
S01295,C02295,P1,CANCELLED,2025-03-01,2025-03-31
S01296,C02296,P1,ACTIVE,2025-03-01,2025-03-31
S01297,C02297,P1,ACTIVE,2025-03-01,2025-03-31
S01298,C02298,P2,ACTIVE,2025-03-01,2025-03-31
S01299,C02299,P1,ACTIVE,2025-03-01,2025-03-31
S01300,C02300,P2,ACTIVE,2025-03-01,2025-03-31
S01301,C02301,P3,ACTIVE,2025-03-01,2025-03-31
S01302,C02302,P4,ACTIVE,2025-03-01,2025-03-31
S01303,C02303,P2,ACTIVE,2025-03-01,2025-03-31
S01304,C02304,P1,SUSPENDED,2025-03-01,2025-03-31
