tower_id,subscription_id,rsrp_dbm,ts
T0351,S00144,-116,2025-03-15T09:44:00Z
T0358,S01322,-92,2025-03-01T13:12:00Z
T0209,S00388,-61,2025-03-22T20:05:00Z
T0235,S00291,-70,2025-03-01T08:29:00Z
T0130,S00931,-85,2025-03-25T00:04:00Z
T0157,S01344,-73,2025-03-12T17:23:00Z
T0259,S00243,-85,2025-03-28T04:06:00Z
T0329,S01994,-94,2025-03-03T12:47:00Z
T0249,S01626,-116,2025-03-20T11:37:00Z
T0473,S00363,-90,2025-03-19T01:34:00Z
T0500,S00014,-75,2025-03-03T08:51:00Z
T0444,S00125,-109,2025-03-19T00:24:00Z
T0089,S00443,-83,2025-03-26T21:40:00Z
T0435,S01367,-100,2025-03-09T02:55:00Z
T0417,S00981,-84,2025-03-02T17:32:00Z
T0363,S00472,-73,2025-03-08T22:50:00Z
T0356,S00286,-100,2025-03-15T13:54:00Z
T0155,S00255,-113,2025-03-28T20:30:00Z
T0408,S01065,-97,2025-03-10T20:41:00Z
T0351,S00385,-104,2025-03-21T13:04:00Z
T0034,S00800,-104,2025-03-09T21:11:00Z
T0323,S01167,-92,2025-03-07T18:22:00Z
T0458,S00316,-107,2025-03-20T16:55:00Z
T0389,S00589,-102,2025-03-02T16:46:00Z
T0167,S01282,-93,2025-03-27T11:19:00Z
T0409,S01368,-103,2025-03-11T16:26:00Z
T0279,S01591,-87,2025-03-01T03:04:00Z
T0208,S01423,-95,2025-03-20T23:39:00Z
T0189,S00689,-101,2025-03-10T14:28:00Z
T0345,S01677,-65,2025-03-02T01:53:00Z
T0133,S01360,-111,2025-03-10T16:43:00Z
T0211,S01662,-83,2025-03-23T00:17:00Z
T0448,S00025,-82,2025-03-07T06:59:00Z
T0077,S00193,-66,2025-03-11T10:21:00Z
T0138,S00856,-95,2025-03-23T14:38:00Z
T0469,S00370,-92,2025-03-09T23:58:00Z
T0425,S01189,-69,2025-03-27T13:30:00Z
T0276,S01368,-119,2025-03-26T13:43:00Z
T0109,S01328,-77,2025-03-21T10:54:00Z
T0035,S01503,-67,2025-03-12T01:20:00Z
T0114,S01325,-100,2025-03-08T01:14:00Z
T0276,S00935,-112,2025-03-01T04:48:00Z
T0059,S01916,-102,2025-03-26T15:42:00Z
T0249,S01599,-67,2025-03-05T19:34:00Z
T0283,S01336,-84,2025-03-18T12:11:00Z
T0353,S00715,-97,2025-03-05T12:24:00Z
T0282,S00110,-98,2025-03-02T16:22:00Z
T0083,S00569,-97,2025-03-04T13:39:00Z
T0403,S01231,-71,2025-03-11T06:59:00Z
T0494,S00178,-106,2025-03-02T00:19:00Z
T0118,S00030,-116,2025-03-27T00:48:00Z
T0316,S01899,-105,2025-03-09T15:07:00Z
T0243,S00292,-61,2025-03-28T20:26:00Z
T0416,S00957,-90,2025-03-20T07:05:00Z
T0437,S01020,-65,2025-03-14T15:22:00Z
T0027,S00855,-106,2025-03-07T17:41:00Z
T0458,S01247,-97,2025-03-01T16:36:00Z
T0002,S01898,-84,2025-03-12T17:54:00Z
T0176,S01674,-62,2025-03-12T16:26:00Z
T0347,S00212,-119,2025-03-02T02:26:00Z
T0357,S01854,-107,2025-03-12T02:25:00Z
T0028,S01673,-81,2025-03-20T15:55:00Z
T0065,S00672,-94,2025-03-20T10:35:00Z
T0126,S01218,-72,2025-03-28T21:39:00Z
T0394,S00917,-83,2025-03-16T00:21:00Z
T0079,S00401,-106,2025-03-27T10:02:00Z
T0248,S00974,-96,2025-03-11T01:06:00Z
T0086,S01425,-90,2025-03-24T09:44:00Z
T0094,S00612,-62,2025-03-17T20:25:00Z
T0015,S01034,-119,2025-03-15T21:22:00Z
T0411,S00449,-67,2025-03-24T03:20:00Z
T0285,S00277,-63,2025-03-28T17:34:00Z
T0185,S01814,-95,2025-03-10T16:58:00Z
T0389,S01368,-62,2025-03-12T17:37:00Z
T0383,S01734,-78,2025-03-23T12:05:00Z
T0436,S01959,-73,2025-03-20T05:09:00Z
T0215,S01893,-110,2025-03-02T16:00:00Z
T0125,S01144,-67,2025-03-04T16:11:00Z
T0184,S00834,-117,2025-03-08T01:09:00Z
T0134,S00789,-115,2025-03-03T19:53:00Z
T0328,S00477,-91,2025-03-21T20:24:00Z
T0182,S01100,-100,2025-03-24T12:20:00Z
T0430,S00075,-110,2025-03-25T06:33:00Z
T0454,S01095,-108,2025-03-18T19:49:00Z
T0002,S01429,-69,2025-03-16T04:46:00Z
T0033,S01632,-84,2025-03-01T17:56:00Z
T0325,S00336,-69,2025-03-02T12:52:00Z
T0060,S00421,-99,2025-03-19T22:07:00Z
T0278,S00613,-75,2025-03-13T10:54:00Z
T0014,S00123,-83,2025-03-22T12:35:00Z
T0183,S01502,-120,2025-03-11T02:15:00Z
T0223,S01096,-119,2025-03-18T06:00:00Z
T0008,S00107,-72,2025-03-18T18:49:00Z
T0401,S00346,-68,2025-03-15T08:41:00Z
T0352,S00802,-93,2025-03-09T16:42:00Z
T0138,S00017,-66,2025-03-19T05:56:00Z
T0078,S00161,-73,2025-03-20T10:20:00Z
T0183,S00162,-119,2025-03-12T00:50:00Z
T0415,S00063,-91,2025-03-03T15:28:00Z
T0133,S01749,-81,2025-03-22T00:27:00Z
T0173,S01206,-71,2025-03-04T10:38:00Z
T0394,S00735,-61,2025-03-17T03:40:00Z
T0032,S01257,-114,2025-03-10T03:47:00Z
T0050,S01944,-60,2025-03-16T16:05:00Z
T0080,S01337,-90,2025-03-02T05:07:00Z
T0031,S01574,-105,2025-03-06T15:24:00Z
T0249,S00953,-115,2025-03-04T12:35:00Z
T0391,S00655,-87,2025-03-10T17:19:00Z
T0471,S01009,-91,2025-03-22T12:46:00Z
T0001,S01792,-118,2025-03-21T15:43:00Z
T0160,S01101,-105,2025-03-08T06:41:00Z
T0051,S01412,-111,2025-03-17T22:13:00Z
T0223,S01282,-72,2025-03-17T13:32:00Z
T0310,S01494,-120,2025-03-21T01:59:00Z
T0350,S01281,-74,2025-03-16T03:07:00Z
T0206,S00558,-67,2025-03-03T00:40:00Z
T0040,S00115,-76,2025-03-19T15:32:00Z
T0386,S00727,-88,2025-03-01T06:35:00Z
T0390,S00418,-111,2025-03-03T02:24:00Z
T0022,S01292,-73,2025-03-08T23:58:00Z
T0480,S00157,-106,2025-03-20T03:17:00Z
T0226,S00295,-95,2025-03-08T01:19:00Z
T0398,S00330,-73,2025-03-07T20:16:00Z
T0388,S01838,-64,2025-03-03T12:52:00Z
T0373,S01424,-103,2025-03-05T05:27:00Z
T0494,S01802,-86,2025-03-26T00:18:00Z
T0360,S00014,-87,2025-03-21T10:34:00Z
T0268,S01520,-79,2025-03-03T05:57:00Z
T0357,S01366,-85,2025-03-04T07:41:00Z
T0005,S00580,-110,2025-03-06T13:24:00Z
T0065,S00884,-87,2025-03-08T15:57:00Z
T0363,S00295,-66,2025-03-24T14:16:00Z
T0109,S00262,-89,2025-03-22T20:40:00Z
T0127,S00360,-97,2025-03-12T00:55:00Z
T0159,S00327,-72,2025-03-28T00:07:00Z
T0032,S01502,-69,2025-03-09T15:27:00Z
T0049,S00869,-110,2025-03-24T15:00:00Z
T0299,S01400,-67,2025-03-02T06:04:00Z
T0427,S00617,-61,2025-03-26T15:13:00Z
T0496,S01460,-105,2025-03-13T04:38:00Z
T0063,S00234,-108,2025-03-16T11:37:00Z
T0387,S00406,-81,2025-03-17T18:31:00Z
T0118,S01018,-69,2025-03-11T01:50:00Z
T0069,S00615,-82,2025-03-23T02:03:00Z
T0496,S00463,-93,2025-03-08T02:42:00Z
T0298,S00335,-105,2025-03-10T17:33:00Z
T0054,S00538,-65,2025-03-13T11:37:00Z
T0154,S01916,-117,2025-03-04T18:24:00Z
T0357,S01077,-77,2025-03-23T19:18:00Z
T0061,S01172,-95,2025-03-22T06:53:00Z
T0096,S00018,-78,2025-03-04T12:44:00Z
T0237,S00459,-81,2025-03-23T21:24:00Z
T0089,S00530,-75,2025-03-22T21:51:00Z
T0054,S01761,-87,2025-03-08T09:54:00Z
T0213,S00868,-103,2025-03-19T19:34:00Z
T0242,S01659,-74,2025-03-22T06:45:00Z
T0380,S01652,-60,2025-03-02T12:54:00Z
T0470,S00295,-66,2025-03-08T03:54:00Z
T0216,S01059,-107,2025-03-19T13:41:00Z
T0403,S00980,-81,2025-03-01T13:45:00Z
T0334,S00239,-79,2025-03-01T01:20:00Z
T0242,S01662,-87,2025-03-16T01:11:00Z
T0456,S01023,-69,2025-03-28T22:09:00Z
T0014,S00991,-120,2025-03-19T13:13:00Z
T0205,S01892,-77,2025-03-15T04:17:00Z
T0476,S00179,-65,2025-03-12T03:05:00Z
T0060,S01638,-113,2025-03-11T11:05:00Z
T0076,S01811,-64,2025-03-14T20:54:00Z
T0028,S00846,-117,2025-03-16T12:59:00Z
T0439,S00216,-106,2025-03-13T01:40:00Z
T0173,S00820,-82,2025-03-26T02:24:00Z
T0430,S01301,-108,2025-03-21T08:07:00Z
T0220,S00652,-109,2025-03-06T08:33:00Z
T0422,S00323,-106,2025-03-18T17:18:00Z
T0441,S00756,-114,2025-03-11T11:08:00Z
T0416,S01082,-106,2025-03-05T09:03:00Z
T0341,S00745,-88,2025-03-21T20:56:00Z
T0184,S00554,-61,2025-03-18T12:36:00Z
T0323,S00894,-106,2025-03-12T19:04:00Z
T0406,S01977,-68,2025-03-12T03:41:00Z
T0113,S01613,-67,2025-03-20T15:20:00Z
T0491,S01622,-118,2025-03-14T00:28:00Z
T0064,S00827,-113,2025-03-20T05:02:00Z
T0332,S01162,-89,2025-03-17T23:39:00Z
T0448,S00666,-64,2025-03-19T06:11:00Z
T0318,S00627,-91,2025-03-23T21:09:00Z
T0237,S00216,-109,2025-03-18T13:03:00Z
T0142,S00672,-64,2025-03-04T17:06:00Z
T0221,S00014,-99,2025-03-11T18:56:00Z
T0028,S00013,-94,2025-03-22T21:13:00Z
T0263,S00521,-94,2025-03-27T02:50:00Z
T0100,S01615,-98,2025-03-04T02:31:00Z
T0390,S00765,-113,2025-03-26T16:34:00Z
T0049,S00468,-65,2025-03-08T02:06:00Z
T0417,S00743,-110,2025-03-02T21:51:00Z
T0306,S00997,-67,2025-03-15T08:48:00Z
T0043,S00806,-74,2025-03-01T20:53:00Z
T0323,S01720,-95,2025-03-19T03:28:00Z
T0266,S01996,-96,2025-03-15T08:55:00Z
T0204,S01690,-84,2025-03-22T00:35:00Z
T0034,S00972,-69,2025-03-10T10:25:00Z
T0303,S00993,-60,2025-03-14T04:17:00Z
T0412,S01171,-111,2025-03-11T06:15:00Z
T0258,S01248,-69,2025-03-28T02:25:00Z
T0147,S01135,-116,2025-03-02T11:02:00Z
T0091,S01678,-104,2025-03-02T17:56:00Z
T0337,S00343,-88,2025-03-07T23:53:00Z
T0164,S00471,-75,2025-03-06T09:18:00Z
T0210,S00521,-117,2025-03-17T03:13:00Z
T0398,S01799,-73,2025-03-22T02:04:00Z
T0279,S01762,-115,2025-03-23T00:48:00Z
T0341,S00942,-71,2025-03-19T01:30:00Z
T0053,S00634,-66,2025-03-16T18:04:00Z
T0494,S01358,-74,2025-03-06T15:07:00Z
T0267,S00109,-69,2025-03-14T16:30:00Z
T0439,S00626,-99,2025-03-10T17:16:00Z
T0101,S01031,-80,2025-03-14T20:01:00Z
T0169,S00789,-60,2025-03-12T08:53:00Z
T0019,S00327,-118,2025-03-15T22:03:00Z
T0142,S00047,-107,2025-03-06T17:07:00Z
T0163,S00147,-65,2025-03-12T06:34:00Z
T0337,S00990,-83,2025-03-14T03:58:00Z
T0301,S00127,-95,2025-03-24T12:45:00Z
T0432,S01775,-79,2025-03-01T13:08:00Z
T0451,S00774,-120,2025-03-26T04:54:00Z
T0033,S00771,-116,2025-03-10T02:14:00Z
T0133,S00188,-82,2025-03-07T22:45:00Z
T0149,S00214,-85,2025-03-15T17:53:00Z
T0259,S00533,-85,2025-03-23T15:43:00Z
T0442,S00564,-79,2025-03-25T22:07:00Z
T0474,S01871,-86,2025-03-13T16:08:00Z
T0321,S01053,-103,2025-03-06T07:28:00Z
T0299,S00159,-119,2025-03-27T10:47:00Z
T0492,S00604,-102,2025-03-23T03:19:00Z
T0427,S00020,-104,2025-03-14T00:19:00Z
T0093,S01621,-73,2025-03-02T11:50:00Z
T0314,S00990,-65,2025-03-19T05:52:00Z
T0436,S00379,-65,2025-03-05T20:39:00Z
T0299,S00875,-108,2025-03-11T22:19:00Z
T0067,S00701,-70,2025-03-13T17:01:00Z
T0285,S00514,-73,2025-03-08T22:35:00Z
T0213,S00926,-101,2025-03-01T10:35:00Z
T0065,S00567,-77,2025-03-11T10:48:00Z
T0463,S00803,-120,2025-03-25T22:25:00Z
T0284,S01389,-108,2025-03-19T03:16:00Z
T0395,S01675,-119,2025-03-20T07:36:00Z
T0083,S01295,-113,2025-03-26T03:25:00Z
T0173,S00477,-60,2025-03-24T12:20:00Z
T0194,S01925,-84,2025-03-19T17:36:00Z
T0323,S01024,-101,2025-03-25T21:14:00Z
T0420,S00547,-96,2025-03-03T11:51:00Z
T0098,S00981,-74,2025-03-03T13:07:00Z
T0096,S01083,-67,2025-03-06T19:03:00Z
T0237,S01901,-71,2025-03-06T22:14:00Z
T0294,S01148,-67,2025-03-03T15:48:00Z
T0012,S01600,-61,2025-03-01T10:13:00Z
T0126,S01810,-97,2025-03-09T09:18:00Z
T0482,S00362,-115,2025-03-11T22:56:00Z
T0069,S01105,-78,2025-03-15T16:07:00Z
T0320,S01118,-103,2025-03-22T16:02:00Z
T0394,S01503,-61,2025-03-17T13:44:00Z
T0360,S00448,-86,2025-03-18T13:18:00Z
T0109,S00781,-87,2025-03-24T16:00:00Z
T0454,S00288,-67,2025-03-02T22:54:00Z
T0052,S00458,-72,2025-03-24T15:04:00Z
T0388,S01289,-120,2025-03-23T15:02:00Z
T0051,S01359,-96,2025-03-25T08:38:00Z
T0473,S01007,-104,2025-03-15T08:17:00Z
T0387,S01585,-115,2025-03-26T11:32:00Z
T0493,S01927,-87,2025-03-14T19:13:00Z
T0281,S00341,-66,2025-03-12T19:00:00Z
T0372,S00492,-89,2025-03-08T12:18:00Z
T0275,S01202,-119,2025-03-21T01:22:00Z
T0361,S01388,-114,2025-03-19T06:27:00Z
T0183,S00574,-76,2025-03-22T13:43:00Z
T0178,S01387,-80,2025-03-26T07:55:00Z
T0432,S01363,-100,2025-03-23T20:08:00Z
T0297,S00066,-75,2025-03-19T09:26:00Z
T0113,S01392,-103,2025-03-22T13:20:00Z
T0470,S01209,-66,2025-03-03T09:41:00Z
T0378,S00448,-112,2025-03-15T06:59:00Z
T0003,S00167,-105,2025-03-22T06:43:00Z
T0267,S00205,-90,2025-03-18T18:47:00Z
T0399,S01242,-100,2025-03-18T18:15:00Z
T0236,S01681,-98,2025-03-25T13:10:00Z
T0149,S01773,-62,2025-03-14T02:10:00Z
T0047,S01388,-93,2025-03-01T13:06:00Z
T0018,S00181,-113,2025-03-20T07:36:00Z
T0063,S00825,-80,2025-03-09T04:06:00Z
T0442,S01419,-95,2025-03-20T13:18:00Z
T0158,S00917,-67,2025-03-11T18:04:00Z
T0092,S00869,-111,2025-03-20T09:07:00Z
T0332,S01947,-97,2025-03-05T01:12:00Z
T0294,S00681,-90,2025-03-22T17:05:00Z
T0061,S01601,-112,2025-03-06T12:54:00Z
T0240,S00900,-108,2025-03-02T13:05:00Z
T0420,S01431,-76,2025-03-28T19:07:00Z
T0079,S01975,-93,2025-03-21T09:57:00Z
T0249,S01667,-72,2025-03-17T22:00:00Z
T0088,S01369,-92,2025-03-07T05:54:00Z
T0460,S00564,-75,2025-03-05T08:54:00Z
T0228,S01924,-112,2025-03-26T09:13:00Z
T0348,S00553,-113,2025-03-26T21:23:00Z
T0322,S00376,-65,2025-03-19T14:58:00Z
T0068,S00240,-69,2025-03-10T18:13:00Z
T0115,S00294,-76,2025-03-14T00:14:00Z
T0245,S01721,-119,2025-03-15T11:09:00Z
T0222,S00555,-117,2025-03-22T04:04:00Z
T0172,S00930,-104,2025-03-18T17:37:00Z
T0328,S01118,-117,2025-03-24T21:13:00Z
T0158,S01443,-100,2025-03-11T11:57:00Z
T0109,S01462,-91,2025-03-21T15:32:00Z
T0493,S01713,-88,2025-03-19T13:12:00Z
T0424,S00508,-94,2025-03-05T07:34:00Z
T0184,S01683,-80,2025-03-06T08:36:00Z
T0111,S00278,-102,2025-03-06T16:26:00Z
T0212,S01280,-66,2025-03-03T18:35:00Z
T0050,S00282,-72,2025-03-24T18:44:00Z
T0362,S00664,-66,2025-03-13T14:28:00Z
T0484,S00156,-60,2025-03-16T08:36:00Z
T0334,S00720,-115,2025-03-26T23:59:00Z
T0145,S00668,-88,2025-03-14T01:20:00Z
T0052,S01026,-120,2025-03-02T13:53:00Z
T0478,S00311,-62,2025-03-21T10:54:00Z
T0159,S00494,-79,2025-03-12T01:03:00Z
T0346,S01306,-74,2025-03-21T23:18:00Z
T0158,S01477,-90,2025-03-03T06:57:00Z
T0076,S01194,-78,2025-03-18T00:29:00Z
T0211,S01647,-93,2025-03-09T11:48:00Z
T0423,S01101,-89,2025-03-09T08:09:00Z
T0319,S00309,-109,2025-03-16T06:52:00Z
T0209,S00217,-100,2025-03-07T00:56:00Z
T0135,S01590,-89,2025-03-16T16:41:00Z
T0156,S00843,-104,2025-03-09T17:29:00Z
T0295,S00067,-93,2025-03-23T04:27:00Z
T0460,S01005,-102,2025-03-07T16:45:00Z
T0230,S00319,-85,2025-03-13T11:17:00Z
T0332,S01188,-68,2025-03-16T16:36:00Z
T0326,S01771,-97,2025-03-03T16:45:00Z
T0348,S00889,-73,2025-03-06T15:09:00Z
T0047,S01374,-114,2025-03-27T19:27:00Z
T0391,S00128,-112,2025-03-27T20:01:00Z
T0472,S01463,-111,2025-03-18T05:37:00Z
T0029,S01232,-63,2025-03-05T19:27:00Z
T0146,S01468,-84,2025-03-23T02:47:00Z
T0028,S00160,-107,2025-03-07T02:10:00Z
T0418,S01200,-102,2025-03-15T09:20:00Z
T0219,S00744,-96,2025-03-14T03:16:00Z
T0162,S01648,-113,2025-03-01T13:28:00Z
T0131,S00379,-75,2025-03-23T00:39:00Z
T0480,S01939,-97,2025-03-05T00:20:00Z
T0419,S00233,-109,2025-03-23T01:03:00Z
T0058,S01556,-82,2025-03-19T08:32:00Z
T0458,S01793,-74,2025-03-04T19:32:00Z
T0195,S00330,-116,2025-03-14T18:01:00Z
T0155,S00862,-101,2025-03-01T13:12:00Z
T0278,S01423,-62,2025-03-02T19:58:00Z
T0172,S00203,-119,2025-03-14T20:05:00Z
T0314,S01553,-104,2025-03-25T19:16:00Z
T0106,S00369,-120,2025-03-02T20:56:00Z
T0141,S01450,-109,2025-03-23T16:53:00Z
T0328,S01393,-90,2025-03-23T06:03:00Z
T0251,S00827,-75,2025-03-05T06:26:00Z
T0032,S00882,-114,2025-03-11T01:47:00Z
T0161,S01444,-71,2025-03-05T12:25:00Z
T0219,S01889,-117,2025-03-13T00:57:00Z
T0080,S01951,-114,2025-03-17T22:16:00Z
T0317,S00553,-99,2025-03-26T01:20:00Z
T0049,S00433,-117,2025-03-22T07:45:00Z
T0271,S00564,-100,2025-03-19T13:21:00Z
T0222,S01093,-62,2025-03-21T02:11:00Z
T0083,S01743,-81,2025-03-23T08:51:00Z
T0343,S00940,-84,2025-03-17T16:23:00Z
T0125,S01394,-63,2025-03-26T15:24:00Z
T0249,S01140,-81,2025-03-04T23:36:00Z
T0277,S01451,-84,2025-03-06T13:19:00Z
T0107,S00126,-97,2025-03-16T12:26:00Z
T0393,S01303,-66,2025-03-08T06:58:00Z
T0260,S00373,-116,2025-03-07T19:45:00Z
T0264,S01685,-83,2025-03-12T09:47:00Z
T0435,S00870,-66,2025-03-27T09:57:00Z
T0452,S00261,-61,2025-03-16T14:22:00Z
T0453,S00327,-113,2025-03-12T04:48:00Z
T0314,S00413,-101,2025-03-06T08:15:00Z
T0400,S01474,-112,2025-03-08T01:19:00Z
T0248,S01916,-73,2025-03-02T03:11:00Z
T0490,S00595,-64,2025-03-14T11:11:00Z
T0464,S00268,-116,2025-03-05T09:54:00Z
T0288,S00730,-94,2025-03-14T23:47:00Z
T0424,S00457,-117,2025-03-05T04:28:00Z
T0070,S01984,-91,2025-03-04T19:58:00Z
T0218,S00008,-113,2025-03-01T06:15:00Z
T0416,S00737,-112,2025-03-12T13:47:00Z
T0101,S00214,-100,2025-03-07T14:35:00Z
T0470,S00391,-63,2025-03-23T13:11:00Z
T0022,S01375,-87,2025-03-04T19:35:00Z
T0079,S00589,-106,2025-03-06T10:02:00Z
T0139,S01937,-109,2025-03-04T22:17:00Z
T0314,S01420,-62,2025-03-27T07:48:00Z
T0400,S01943,-104,2025-03-11T22:19:00Z
T0391,S01153,-103,2025-03-02T00:34:00Z
T0306,S01723,-94,2025-03-28T01:50:00Z
T0383,S01161,-107,2025-03-27T21:44:00Z
T0486,S01507,-79,2025-03-24T04:24:00Z
T0489,S00607,-104,2025-03-13T21:05:00Z
T0337,S00209,-70,2025-03-17T18:31:00Z
T0031,S00751,-91,2025-03-26T03:58:00Z
T0311,S01151,-120,2025-03-02T22:00:00Z
T0231,S01334,-92,2025-03-17T07:18:00Z
T0286,S01285,-97,2025-03-11T22:35:00Z
T0291,S01792,-80,2025-03-09T00:52:00Z
T0424,S00408,-117,2025-03-15T10:32:00Z
T0225,S00180,-109,2025-03-28T21:29:00Z
T0498,S00500,-104,2025-03-05T19:00:00Z
T0173,S01184,-110,2025-03-26T23:55:00Z
T0213,S00858,-107,2025-03-22T22:06:00Z
T0109,S01460,-101,2025-03-26T22:37:00Z
T0198,S00532,-95,2025-03-22T10:59:00Z
T0006,S00933,-112,2025-03-12T04:30:00Z
T0164,S01276,-94,2025-03-25T10:39:00Z
T0027,S01433,-98,2025-03-23T00:12:00Z
T0412,S01303,-110,2025-03-02T22:26:00Z
T0369,S01655,-103,2025-03-15T01:04:00Z
T0149,S00847,-94,2025-03-16T23:22:00Z
T0319,S01237,-95,2025-03-11T09:38:00Z
T0317,S01439,-65,2025-03-13T21:22:00Z
T0388,S01459,-105,2025-03-10T16:09:00Z
T0327,S01447,-105,2025-03-14T06:49:00Z
T0180,S01578,-86,2025-03-17T18:37:00Z
T0067,S01335,-96,2025-03-09T13:49:00Z
T0448,S01120,-94,2025-03-18T10:30:00Z
T0443,S00560,-106,2025-03-03T14:18:00Z
T0367,S00625,-63,2025-03-02T22:35:00Z
T0354,S00746,-74,2025-03-22T00:07:00Z
T0148,S01349,-77,2025-03-01T01:42:00Z
T0162,S00873,-89,2025-03-20T06:20:00Z
T0016,S00920,-93,2025-03-24T16:49:00Z
T0108,S00331,-112,2025-03-27T21:46:00Z
T0260,S01325,-76,2025-03-27T16:44:00Z
T0293,S00132,-104,2025-03-05T06:05:00Z
T0093,S00985,-120,2025-03-28T22:50:00Z
T0181,S01320,-63,2025-03-26T22:48:00Z
T0487,S00664,-83,2025-03-14T11:22:00Z
T0088,S00945,-94,2025-03-07T08:30:00Z
T0336,S01964,-81,2025-03-21T15:37:00Z
T0215,S01934,-73,2025-03-11T20:40:00Z
T0315,S00139,-79,2025-03-09T09:56:00Z
T0310,S01540,-83,2025-03-07T23:26:00Z
T0207,S00500,-67,2025-03-11T09:36:00Z
T0121,S00845,-61,2025-03-16T23:02:00Z
T0351,S01551,-105,2025-03-17T03:51:00Z
T0464,S00567,-108,2025-03-20T16:24:00Z
T0164,S01804,-64,2025-03-19T04:18:00Z
T0145,S01830,-119,2025-03-26T06:14:00Z
T0473,S01229,-113,2025-03-20T08:59:00Z
T0348,S00429,-85,2025-03-22T04:38:00Z
T0295,S00545,-107,2025-03-06T09:14:00Z
T0288,S01517,-63,2025-03-12T05:01:00Z
T0311,S01316,-113,2025-03-11T18:06:00Z
T0160,S00338,-78,2025-03-06T07:47:00Z
T0026,S00422,-116,2025-03-25T01:45:00Z
T0342,S01766,-77,2025-03-17T07:28:00Z
T0111,S00544,-82,2025-03-09T23:46:00Z
T0292,S00919,-64,2025-03-14T12:58:00Z
T0396,S00215,-67,2025-03-27T09:30:00Z
T0261,S00306,-87,2025-03-26T23:56:00Z
T0021,S01356,-105,2025-03-19T15:58:00Z
T0073,S00109,-79,2025-03-20T09:36:00Z
T0259,S01324,-119,2025-03-12T19:41:00Z
T0308,S01830,-68,2025-03-21T09:28:00Z
T0103,S00261,-111,2025-03-12T19:49:00Z
T0237,S00289,-80,2025-03-08T19:54:00Z
T0128,S00929,-107,2025-03-21T02:26:00Z
T0048,S01094,-108,2025-03-23T22:49:00Z
T0244,S00093,-120,2025-03-09T15:40:00Z
T0283,S00966,-120,2025-03-20T16:17:00Z
T0434,S01270,-62,2025-03-05T22:04:00Z
T0421,S01715,-92,2025-03-02T11:59:00Z
T0142,S00326,-74,2025-03-19T03:30:00Z
T0385,S00609,-94,2025-03-28T00:27:00Z
T0460,S01434,-80,2025-03-08T07:11:00Z
T0219,S01706,-104,2025-03-08T12:29:00Z
T0292,S01339,-101,2025-03-09T04:02:00Z
T0146,S00142,-98,2025-03-20T16:54:00Z
T0248,S00333,-114,2025-03-17T09:48:00Z
T0268,S00851,-66,2025-03-28T15:32:00Z
T0253,S01226,-100,2025-03-01T11:39:00Z
T0330,S01862,-108,2025-03-12T22:51:00Z
T0121,S00693,-91,2025-03-01T23:41:00Z
T0254,S00828,-91,2025-03-27T09:58:00Z
T0487,S01875,-68,2025-03-17T07:49:00Z
T0041,S00117,-85,2025-03-23T04:22:00Z
T0355,S01053,-101,2025-03-02T17:58:00Z
T0074,S01285,-96,2025-03-12T01:12:00Z
T0336,S00358,-106,2025-03-10T05:30:00Z
T0411,S00276,-93,2025-03-19T12:18:00Z
T0059,S01169,-81,2025-03-02T18:22:00Z
T0199,S00282,-83,2025-03-04T06:17:00Z
T0481,S01756,-71,2025-03-11T14:10:00Z
T0226,S01430,-74,2025-03-12T06:24:00Z
T0064,S00010,-73,2025-03-18T02:05:00Z
T0293,S00296,-95,2025-03-25T00:53:00Z
T0145,S00432,-75,2025-03-20T13:15:00Z
T0448,S01301,-111,2025-03-12T17:24:00Z
T0258,S00847,-117,2025-03-24T15:27:00Z
T0067,S00480,-82,2025-03-13T01:06:00Z
T0233,S00076,-87,2025-03-04T06:33:00Z
T0192,S01470,-102,2025-03-28T21:45:00Z
T0247,S00960,-109,2025-03-24T15:08:00Z
T0057,S01326,-75,2025-03-24T13:02:00Z
T0129,S01243,-81,2025-03-08T15:41:00Z
T0379,S01855,-106,2025-03-04T16:47:00Z
T0156,S01191,-88,2025-03-26T12:48:00Z
T0107,S00110,-75,2025-03-18T00:51:00Z
T0167,S01536,-108,2025-03-07T12:44:00Z
T0358,S00848,-106,2025-03-05T15:21:00Z
T0462,S01967,-64,2025-03-09T06:33:00Z
T0456,S01423,-89,2025-03-02T16:25:00Z
T0089,S01600,-116,2025-03-27T18:40:00Z
T0167,S00745,-73,2025-03-09T15:56:00Z
T0239,S01486,-71,2025-03-05T23:09:00Z
T0438,S01798,-84,2025-03-26T07:03:00Z
T0054,S01932,-119,2025-03-08T07:19:00Z
T0291,S01804,-117,2025-03-04T07:39:00Z
T0415,S01697,-83,2025-03-13T15:37:00Z
T0313,S00882,-93,2025-03-20T13:02:00Z
T0118,S01440,-87,2025-03-27T08:11:00Z
T0163,S01855,-117,2025-03-07T15:52:00Z
T0380,S01566,-97,2025-03-11T22:39:00Z
T0435,S00711,-77,2025-03-25T16:49:00Z
T0334,S00633,-105,2025-03-03T04:36:00Z
T0295,S00383,-116,2025-03-18T17:28:00Z
T0491,S01115,-72,2025-03-04T15:36:00Z
T0022,S01613,-96,2025-03-18T13:19:00Z
T0371,S01896,-108,2025-03-25T19:49:00Z
T0252,S01539,-84,2025-03-03T08:35:00Z
T0411,S00261,-102,2025-03-24T16:40:00Z
