customer_id,city,state,zip
C02939,Lakeview,A,16644
C02940,Glendale,A,39120
C02941,Lakeview,C,57187
C02942,Glendale,B,23412
C02943,Springfield,C,24211
C02944,Riverton,B,56500
C02945,Riverton,B,89638
C02946,Fairfax,C,69936
C02947,Fairfax,B,13935
C02948,Fairfax,B,50825
C02949,Lakeview,B,85931
C02950,Springfield,B,98800
C02951,Riverton,B,30886
C02952,Glendale,B,43942
C02953,Glendale,A,66306
C02954,Glendale,A,45501
C02955,Riverton,B,46759
C02956,Lakeview,B,23705
C02957,Riverton,B,49572
C02958,Springfield,B,46057
C02959,Lakeview,B,18475
C02960,Lakeview,B,68393
C02961,Springfield,C,27738
C02962,Glendale,B,77444
C02963,Riverton,C,26728
C02964,Fairfax,A,58298
C02965,Lakeview,C,36279
C02966,Glendale,C,12504
C02967,Lakeview,B,75143
C02968,Springfield,C,85278
C02969,Fairfax,A,44871
C02970,Riverton,C,96664
C02971,Lakeview,A,36790
C02972,Fairfax,B,17970
C02973,Riverton,C,46215
C02974,Riverton,A,84304
C02975,Riverton,C,77455
C02976,Riverton,B,36968
C02977,Springfield,C,43452
C02978,Lakeview,C,91118
C02979,Springfield,B,63072
C02980,Lakeview,B,95092
C02981,Fairfax,C,72437
C02982,Fairfax,A,52424
C02983,Riverton,A,14172
C02984,Glendale,C,62947
C02985,Fairfax,A,59668
C02986,Fairfax,B,57408
C02987,Springfield,A,44126
C02988,Springfield,C,98979
C02989,Lakeview,C,59362
C02990,Springfield,C,56743
C02991,Glendale,B,76133
C02992,Springfield,C,46467
C02993,Glendale,C,82442
C02994,Fairfax,A,23120
C02995,Fairfax,B,46223
C02996,Lakeview,A,73215
C02997,Lakeview,A,20942
C02998,Lakeview,A,48872
C02999,Springfield,C,92986
C03000,Fairfax,B,13529
