subscription_id,snapshot_date,status,plan_id
S01794,2025-01-15,SUSPENDED,P3
S01337,2025-01-05,SUSPENDED,P3
S00572,2025-01-28,SUSPENDED,P1
S00009,2025-02-18,CANCELLED,P3
S00496,2025-02-20,SUSPENDED,P3
S00553,2025-02-20,CANCELLED,P1
S01155,2025-02-16,ACTIVE,P1
S00467,2025-02-19,ACTIVE,P4
S01813,2025-02-22,CANCELLED,P3
S01498,2025-01-18,SUSPENDED,P2
S00571,2025-02-20,ACTIVE,P4
S00425,2025-02-13,CANCELLED,P1
S00728,2025-01-14,SUSPENDED,P1
S01368,2025-02-01,SUSPENDED,P2
S01271,2025-01-02,CANCELLED,P3
S01130,2025-02-18,ACTIVE,P3
S00795,2025-02-22,CANCELLED,P3
S00646,2025-02-08,SUSPENDED,P4
S01175,2025-01-14,SUSPENDED,P3
S00022,2025-02-09,SUSPENDED,P4
S01724,2025-01-12,SUSPENDED,P4
S01893,2025-02-13,CANCELLED,P1
S00152,2025-02-11,SUSPENDED,P1
S00261,2025-01-20,ACTIVE,P4
S00838,2025-02-13,SUSPENDED,P2
S01375,2025-01-08,CANCELLED,P4
S01810,2025-01-10,CANCELLED,P3
S00684,2025-02-24,SUSPENDED,P3
S01756,2025-01-06,CANCELLED,P3
S01987,2025-02-13,SUSPENDED,P1
S00200,2025-02-24,ACTIVE,P3
S01304,2025-02-07,ACTIVE,P3
S01098,2025-01-26,SUSPENDED,P1
S01090,2025-01-28,CANCELLED,P4
S00066,2025-01-25,CANCELLED,P1
S00096,2025-01-01,CANCELLED,P3
S01331,2025-02-02,ACTIVE,P3
S00996,2025-01-12,ACTIVE,P4
S01928,2025-01-27,ACTIVE,P3
S01216,2025-01-01,SUSPENDED,P1
S01267,2025-01-07,CANCELLED,P4
S00980,2025-01-01,SUSPENDED,P2
S00063,2025-02-25,SUSPENDED,P1
S01307,2025-01-23,SUSPENDED,P3
S01441,2025-02-16,CANCELLED,P2
S00588,2025-02-11,ACTIVE,P4
S00986,2025-02-28,SUSPENDED,P2
S00739,2025-01-16,CANCELLED,P2
S00546,2025-02-09,ACTIVE,P4
S00022,2025-01-11,CANCELLED,P4
S00582,2025-02-22,CANCELLED,P4
S01884,2025-01-19,CANCELLED,P1
S01757,2025-02-02,CANCELLED,P4
S00241,2025-02-16,CANCELLED,P3
S00140,2025-02-10,SUSPENDED,P2
S01736,2025-01-21,CANCELLED,P1
S00156,2025-01-12,ACTIVE,P1
S01802,2025-01-19,SUSPENDED,P2
S01333,2025-01-08,CANCELLED,P2
S00217,2025-01-03,ACTIVE,P4
S00672,2025-02-19,SUSPENDED,P2
S01357,2025-01-17,SUSPENDED,P3
S01086,2025-02-03,SUSPENDED,P4
S01681,2025-02-08,SUSPENDED,P2
S00902,2025-01-17,ACTIVE,P4
S00947,2025-02-06,SUSPENDED,P4
S00434,2025-02-12,SUSPENDED,P4
S00841,2025-02-25,ACTIVE,P3
S01540,2025-02-04,CANCELLED,P4
S00488,2025-01-12,CANCELLED,P4
S00577,2025-02-09,ACTIVE,P3
S00210,2025-01-10,CANCELLED,P3
S00942,2025-02-28,CANCELLED,P1
S00337,2025-02-24,SUSPENDED,P2
S00007,2025-02-08,SUSPENDED,P1
S01995,2025-02-17,SUSPENDED,P3
S00828,2025-01-02,CANCELLED,P4
S01642,2025-02-10,CANCELLED,P4
S01411,2025-01-03,CANCELLED,P2
S00264,2025-02-07,CANCELLED,P1
S01825,2025-01-02,SUSPENDED,P1
S01896,2025-01-10,CANCELLED,P1
S00594,2025-02-21,CANCELLED,P4
S01163,2025-02-13,SUSPENDED,P4
S01323,2025-01-16,CANCELLED,P1
S01997,2025-01-15,ACTIVE,P2
S01668,2025-01-15,SUSPENDED,P2
S01247,2025-02-19,CANCELLED,P1
S01236,2025-01-05,SUSPENDED,P2
S01624,2025-01-24,CANCELLED,P4
S01276,2025-01-02,ACTIVE,P3
S00526,2025-02-01,ACTIVE,P2
S01946,2025-01-10,CANCELLED,P4
S01258,2025-01-12,SUSPENDED,P2
S01168,2025-02-22,CANCELLED,P1
S00650,2025-01-20,ACTIVE,P4
S00057,2025-01-08,SUSPENDED,P2
S01501,2025-01-23,CANCELLED,P3
S00852,2025-02-10,CANCELLED,P3
S01090,2025-02-13,CANCELLED,P4
S00529,2025-01-02,SUSPENDED,P1
S00466,2025-01-20,ACTIVE,P2
S00717,2025-01-04,SUSPENDED,P2
S00012,2025-01-16,CANCELLED,P3
S00807,2025-02-11,CANCELLED,P3
S00359,2025-01-24,CANCELLED,P2
S00833,2025-02-13,SUSPENDED,P3
S01506,2025-01-12,ACTIVE,P1
S01270,2025-02-09,CANCELLED,P2
S01789,2025-02-23,CANCELLED,P3
S00320,2025-02-02,CANCELLED,P2
S01681,2025-02-17,ACTIVE,P1
S00786,2025-01-02,ACTIVE,P2
S00706,2025-01-12,ACTIVE,P2
S01829,2025-01-26,SUSPENDED,P3
S01202,2025-01-23,SUSPENDED,P3
S01553,2025-02-10,SUSPENDED,P3
S00210,2025-01-05,SUSPENDED,P4
S00906,2025-02-01,SUSPENDED,P2
S01879,2025-01-04,ACTIVE,P1
S00798,2025-02-13,ACTIVE,P3
S00133,2025-01-21,SUSPENDED,P1
S00870,2025-01-27,CANCELLED,P2
S00335,2025-02-20,SUSPENDED,P3
S00748,2025-02-25,SUSPENDED,P2
S00629,2025-02-18,CANCELLED,P2
S00348,2025-02-06,ACTIVE,P1
S01798,2025-02-21,SUSPENDED,P3
S01926,2025-02-07,CANCELLED,P2
S00792,2025-02-11,ACTIVE,P4
S01501,2025-01-25,SUSPENDED,P1
S00099,2025-02-20,SUSPENDED,P3
S00973,2025-01-03,CANCELLED,P2
S01458,2025-02-20,CANCELLED,P4
S01113,2025-02-19,CANCELLED,P1
S01721,2025-01-06,SUSPENDED,P1
S00375,2025-01-12,SUSPENDED,P3
S00563,2025-02-25,SUSPENDED,P4
S00293,2025-01-19,ACTIVE,P2
S01880,2025-02-12,ACTIVE,P3
S00897,2025-02-04,CANCELLED,P2
S01174,2025-02-20,CANCELLED,P4
S00633,2025-01-13,SUSPENDED,P3
S00570,2025-02-23,ACTIVE,P2
S00265,2025-01-23,SUSPENDED,P2
S00478,2025-01-08,SUSPENDED,P4
S01804,2025-02-23,SUSPENDED,P3
S00964,2025-02-22,ACTIVE,P3
S00224,2025-01-03,ACTIVE,P4
S00055,2025-01-08,SUSPENDED,P2
S00278,2025-01-15,SUSPENDED,P2
S00509,2025-02-03,ACTIVE,P1
S01651,2025-01-13,CANCELLED,P1
S00469,2025-02-09,ACTIVE,P3
S01317,2025-01-21,ACTIVE,P3
S00481,2025-02-28,SUSPENDED,P2
S01787,2025-01-14,CANCELLED,P2
S01402,2025-02-13,SUSPENDED,P3
S01072,2025-02-05,SUSPENDED,P3
S01101,2025-01-23,CANCELLED,P4
S00528,2025-02-22,CANCELLED,P1
S01660,2025-01-05,CANCELLED,P1
S00009,2025-01-20,ACTIVE,P4
S00504,2025-02-19,SUSPENDED,P1
S01022,2025-01-17,SUSPENDED,P3
S00852,2025-01-19,SUSPENDED,P3
S00394,2025-02-19,CANCELLED,P2
S00470,2025-02-06,CANCELLED,P4
S00440,2025-02-06,ACTIVE,P3
S00526,2025-01-10,SUSPENDED,P1
S01689,2025-01-07,SUSPENDED,P1
S01386,2025-02-06,ACTIVE,P2
S00619,2025-02-03,CANCELLED,P2
S01924,2025-02-15,ACTIVE,P2
S01890,2025-02-08,ACTIVE,P3
S01145,2025-01-06,SUSPENDED,P2
S00663,2025-02-26,ACTIVE,P4
S01252,2025-01-23,CANCELLED,P1
S01573,2025-01-11,CANCELLED,P1
S00841,2025-01-05,ACTIVE,P2
S01136,2025-01-28,SUSPENDED,P2
S01250,2025-02-23,SUSPENDED,P4
S00901,2025-02-08,CANCELLED,P3
S01548,2025-01-03,SUSPENDED,P3
S01860,2025-01-05,SUSPENDED,P2
S01554,2025-01-08,CANCELLED,P3
S00544,2025-01-01,ACTIVE,P3
S01045,2025-01-26,SUSPENDED,P3
S00748,2025-02-25,SUSPENDED,P1
S01805,2025-02-12,CANCELLED,P3
S01393,2025-02-05,CANCELLED,P3
S00496,2025-01-27,SUSPENDED,P2
S00500,2025-01-10,SUSPENDED,P4
S01944,2025-02-02,CANCELLED,P1
S00365,2025-01-24,CANCELLED,P4
S00210,2025-02-06,CANCELLED,P4
S00139,2025-02-28,SUSPENDED,P2
S01893,2025-02-06,CANCELLED,P4
S00307,2025-01-18,ACTIVE,P4
S00734,2025-01-15,SUSPENDED,P3
S00395,2025-01-08,ACTIVE,P3
S01843,2025-01-28,ACTIVE,P1
S01672,2025-01-26,CANCELLED,P1
S00229,2025-02-09,ACTIVE,P3
S01202,2025-01-16,SUSPENDED,P1
S01198,2025-02-08,CANCELLED,P4
S01506,2025-01-09,ACTIVE,P2
S00038,2025-01-11,SUSPENDED,P1
S01736,2025-01-20,ACTIVE,P3
S00653,2025-01-21,SUSPENDED,P2
S01476,2025-01-10,SUSPENDED,P4
S00343,2025-01-02,CANCELLED,P3
S01947,2025-02-09,CANCELLED,P1
S01852,2025-01-21,SUSPENDED,P1
S01066,2025-01-03,ACTIVE,P1
S01709,2025-02-08,CANCELLED,P1
S01871,2025-01-13,ACTIVE,P4
S00564,2025-02-10,CANCELLED,P3
S01188,2025-01-02,SUSPENDED,P1
S01335,2025-01-08,ACTIVE,P4
S01342,2025-01-04,ACTIVE,P3
S00285,2025-02-11,SUSPENDED,P2
S01077,2025-02-24,SUSPENDED,P4
S00346,2025-02-08,CANCELLED,P1
S01655,2025-01-09,ACTIVE,P4
S00927,2025-01-06,ACTIVE,P3
S01713,2025-01-28,SUSPENDED,P1
S01251,2025-01-22,ACTIVE,P4
S01912,2025-01-19,SUSPENDED,P3
S01487,2025-01-23,SUSPENDED,P2
S00522,2025-02-05,ACTIVE,P2
S00341,2025-02-24,ACTIVE,P3
S01508,2025-02-27,ACTIVE,P2
S01611,2025-02-27,SUSPENDED,P3
S01149,2025-02-06,SUSPENDED,P2
S01303,2025-02-11,SUSPENDED,P4
S00597,2025-02-20,CANCELLED,P3
S00087,2025-02-20,SUSPENDED,P2
S01300,2025-01-08,CANCELLED,P4
S00480,2025-01-27,ACTIVE,P2
S01098,2025-02-13,ACTIVE,P3
S01022,2025-02-16,CANCELLED,P3
S00390,2025-01-19,ACTIVE,P4
S00266,2025-01-16,ACTIVE,P1
S01250,2025-01-08,SUSPENDED,P2
S01548,2025-01-12,ACTIVE,P4
S00685,2025-01-22,ACTIVE,P1
S00719,2025-01-19,ACTIVE,P2
S01343,2025-01-10,ACTIVE,P3
S00128,2025-01-05,CANCELLED,P4
S00113,2025-01-03,CANCELLED,P1
S00139,2025-02-18,ACTIVE,P3
S01593,2025-02-21,ACTIVE,P3
S00983,2025-02-19,ACTIVE,P3
S01298,2025-02-22,SUSPENDED,P2
S01009,2025-02-04,CANCELLED,P2
S00439,2025-02-08,CANCELLED,P4
S00292,2025-01-06,ACTIVE,P4
S01796,2025-02-27,SUSPENDED,P2
S00836,2025-01-02,CANCELLED,P3
S01289,2025-01-05,ACTIVE,P4
S01368,2025-02-07,SUSPENDED,P3
S00535,2025-02-04,ACTIVE,P1
S01903,2025-02-13,CANCELLED,P2
S00723,2025-01-11,SUSPENDED,P2
S01473,2025-02-19,ACTIVE,P3
S01074,2025-01-09,ACTIVE,P4
S01720,2025-01-27,CANCELLED,P2
S00878,2025-02-24,SUSPENDED,P1
S00386,2025-02-04,SUSPENDED,P1
S00873,2025-02-19,ACTIVE,P2
S01755,2025-02-14,SUSPENDED,P1
S01140,2025-02-17,SUSPENDED,P2
S00359,2025-02-20,ACTIVE,P3
S01669,2025-01-07,ACTIVE,P1
S01172,2025-01-15,ACTIVE,P1
S00451,2025-01-18,SUSPENDED,P4
S00645,2025-01-02,CANCELLED,P2
S01914,2025-02-04,SUSPENDED,P3
S01108,2025-02-24,SUSPENDED,P3
S01919,2025-02-15,ACTIVE,P1
S00405,2025-02-03,ACTIVE,P1
S00379,2025-02-04,CANCELLED,P2
S01167,2025-01-20,ACTIVE,P1
S01205,2025-01-28,CANCELLED,P3
S00726,2025-01-14,ACTIVE,P2
S00012,2025-02-27,SUSPENDED,P2
S00876,2025-02-22,ACTIVE,P3
S01035,2025-01-05,ACTIVE,P4
S00895,2025-02-16,CANCELLED,P3
S00937,2025-02-27,SUSPENDED,P4
S01620,2025-01-02,ACTIVE,P1
S00317,2025-01-18,ACTIVE,P3
S00346,2025-02-09,ACTIVE,P1
S01919,2025-02-21,SUSPENDED,P2
S01415,2025-02-06,ACTIVE,P2
S01840,2025-01-07,ACTIVE,P1
S00604,2025-01-24,SUSPENDED,P2
S01779,2025-01-07,CANCELLED,P4
S01261,2025-01-20,CANCELLED,P1
S00502,2025-02-03,SUSPENDED,P2
S00457,2025-02-22,ACTIVE,P2
S00656,2025-02-06,ACTIVE,P1
S00357,2025-01-14,CANCELLED,P4
S01572,2025-01-20,CANCELLED,P1
S00240,2025-01-05,SUSPENDED,P2
S01796,2025-02-25,SUSPENDED,P1
S00171,2025-02-05,CANCELLED,P1
S01374,2025-01-14,ACTIVE,P4
S00033,2025-02-12,ACTIVE,P2
S01533,2025-01-03,ACTIVE,P4
S00644,2025-01-11,ACTIVE,P3
S01142,2025-01-01,ACTIVE,P4
S01677,2025-01-03,CANCELLED,P3
S01954,2025-01-14,CANCELLED,P1
S00681,2025-01-04,SUSPENDED,P3
S01942,2025-02-19,ACTIVE,P2
S01588,2025-01-20,ACTIVE,P2
S01057,2025-01-19,SUSPENDED,P2
S01905,2025-01-28,CANCELLED,P2
S00301,2025-01-19,SUSPENDED,P2
S00834,2025-01-24,ACTIVE,P4
S00466,2025-01-17,CANCELLED,P1
S01572,2025-01-12,ACTIVE,P1
S01137,2025-02-15,SUSPENDED,P4
S00382,2025-02-24,CANCELLED,P3
S01128,2025-02-03,SUSPENDED,P3
S00475,2025-01-07,CANCELLED,P1
S01542,2025-02-03,CANCELLED,P2
S01901,2025-01-06,SUSPENDED,P2
S00308,2025-01-01,CANCELLED,P4
S01430,2025-02-04,SUSPENDED,P3
S00601,2025-01-08,SUSPENDED,P4
S00945,2025-01-20,CANCELLED,P3
S01689,2025-01-09,CANCELLED,P4
S00679,2025-02-09,SUSPENDED,P3
S01365,2025-01-03,SUSPENDED,P2
S00453,2025-01-23,ACTIVE,P2
S01463,2025-02-24,SUSPENDED,P4
S01842,2025-02-17,CANCELLED,P4
S01894,2025-02-28,ACTIVE,P4
S00760,2025-02-01,CANCELLED,P3
S01874,2025-01-04,SUSPENDED,P4
S01906,2025-01-03,CANCELLED,P3
S01137,2025-02-25,CANCELLED,P1
S01654,2025-02-19,ACTIVE,P2
S00107,2025-02-21,SUSPENDED,P2
S01354,2025-02-05,CANCELLED,P4
S01990,2025-01-07,SUSPENDED,P1
S00474,2025-01-02,CANCELLED,P4
S01028,2025-02-15,ACTIVE,P4
S01328,2025-01-03,ACTIVE,P3
S00078,2025-02-27,SUSPENDED,P2
S00773,2025-02-14,ACTIVE,P1
S00148,2025-01-04,CANCELLED,P4
S01423,2025-01-11,ACTIVE,P2
S01046,2025-02-28,ACTIVE,P2
S00031,2025-01-23,CANCELLED,P4
S00529,2025-01-27,ACTIVE,P1
S00825,2025-01-12,CANCELLED,P3
S00518,2025-02-26,CANCELLED,P3
S01753,2025-02-20,SUSPENDED,P4
S00017,2025-02-16,CANCELLED,P1
S00911,2025-02-07,CANCELLED,P3
S00112,2025-01-27,SUSPENDED,P1
S01011,2025-01-25,SUSPENDED,P4
S01878,2025-01-22,SUSPENDED,P3
S00859,2025-02-09,CANCELLED,P3
S01218,2025-01-16,CANCELLED,P2
S01659,2025-01-04,CANCELLED,P2
S01847,2025-02-25,CANCELLED,P4
S01083,2025-02-24,CANCELLED,P2
S01115,2025-02-03,CANCELLED,P1
S00045,2025-02-22,SUSPENDED,P2
S00771,2025-02-12,SUSPENDED,P4
S00058,2025-01-20,SUSPENDED,P3
S01822,2025-01-05,SUSPENDED,P1
S00736,2025-01-05,SUSPENDED,P1
S01420,2025-01-10,ACTIVE,P3
S00175,2025-02-14,SUSPENDED,P2
S00722,2025-02-17,ACTIVE,P1
S00475,2025-02-13,CANCELLED,P1
S00576,2025-01-23,CANCELLED,P4
S01559,2025-01-04,SUSPENDED,P4
S01035,2025-01-19,CANCELLED,P3
S00704,2025-02-09,CANCELLED,P1
S00033,2025-01-22,ACTIVE,P3
S00711,2025-02-13,ACTIVE,P4
S01341,2025-02-11,ACTIVE,P2
S00855,2025-01-23,CANCELLED,P1
S01435,2025-02-15,CANCELLED,P4
S01245,2025-02-02,SUSPENDED,P1
S00439,2025-02-08,ACTIVE,P3
S01074,2025-01-14,ACTIVE,P3
S01582,2025-01-14,ACTIVE,P2
S00927,2025-02-25,ACTIVE,P2
S01802,2025-02-04,SUSPENDED,P2
S00502,2025-01-11,ACTIVE,P2
S00146,2025-01-12,CANCELLED,P1
S01198,2025-02-20,ACTIVE,P3
S01673,2025-01-21,ACTIVE,P2
S01541,2025-02-05,SUSPENDED,P1
S01031,2025-01-17,ACTIVE,P2
S01982,2025-01-14,ACTIVE,P1
S01713,2025-01-15,SUSPENDED,P1
S00731,2025-01-10,CANCELLED,P3
S00054,2025-02-02,ACTIVE,P3
S00061,2025-01-04,CANCELLED,P3
S01183,2025-01-04,CANCELLED,P2
S00168,2025-01-27,ACTIVE,P1
S00016,2025-02-25,CANCELLED,P2
S00617,2025-02-03,ACTIVE,P2
S00812,2025-01-13,CANCELLED,P4
S01375,2025-01-27,ACTIVE,P3
S00980,2025-01-02,CANCELLED,P1
S00951,2025-02-04,SUSPENDED,P1
S00546,2025-01-24,CANCELLED,P4
S01471,2025-02-12,SUSPENDED,P2
S00967,2025-01-09,CANCELLED,P3
S01398,2025-01-03,ACTIVE,P3
S00203,2025-01-05,SUSPENDED,P2
S00019,2025-01-13,SUSPENDED,P1
S01452,2025-01-15,ACTIVE,P3
S00783,2025-02-23,SUSPENDED,P2
S01885,2025-01-25,SUSPENDED,P1
S01088,2025-02-02,CANCELLED,P2
S00790,2025-02-13,SUSPENDED,P2
S00034,2025-01-09,SUSPENDED,P3
S00638,2025-02-27,SUSPENDED,P2
S00513,2025-01-11,SUSPENDED,P4
S00492,2025-01-05,SUSPENDED,P4
S00666,2025-02-04,CANCELLED,P2
S00864,2025-02-19,ACTIVE,P3
S00966,2025-02-08,CANCELLED,P2
S00595,2025-01-26,CANCELLED,P3
S00953,2025-01-26,SUSPENDED,P4
S00235,2025-01-13,SUSPENDED,P2
S01777,2025-01-22,ACTIVE,P3
S01909,2025-01-16,SUSPENDED,P3
S01893,2025-02-21,SUSPENDED,P4
S01997,2025-02-20,ACTIVE,P4
S01570,2025-02-01,CANCELLED,P4
S00603,2025-02-21,ACTIVE,P4
S00915,2025-02-13,CANCELLED,P4
S00827,2025-02-07,SUSPENDED,P4
S01627,2025-02-27,SUSPENDED,P4
S01421,2025-01-22,ACTIVE,P2
S01868,2025-01-09,ACTIVE,P3
S00692,2025-02-23,ACTIVE,P3
S00092,2025-02-14,CANCELLED,P3
S00198,2025-01-09,ACTIVE,P1
S01356,2025-01-03,CANCELLED,P2
S00079,2025-01-06,SUSPENDED,P3
S01006,2025-02-22,SUSPENDED,P3
S01644,2025-02-25,SUSPENDED,P3
S00966,2025-02-09,CANCELLED,P4
S01703,2025-01-05,ACTIVE,P1
S01488,2025-01-25,ACTIVE,P1
S01247,2025-02-01,ACTIVE,P4
S01073,2025-02-24,CANCELLED,P3
S01207,2025-02-22,SUSPENDED,P2
S01234,2025-02-14,SUSPENDED,P4
S01944,2025-01-26,CANCELLED,P3
S00411,2025-01-14,ACTIVE,P4
S00924,2025-02-06,SUSPENDED,P2
S01857,2025-01-04,ACTIVE,P1
S01588,2025-01-09,CANCELLED,P2
S01995,2025-02-09,CANCELLED,P4
S00638,2025-02-27,CANCELLED,P4
S01221,2025-02-16,ACTIVE,P4
S01260,2025-01-07,CANCELLED,P1
S01490,2025-02-11,ACTIVE,P4
S01744,2025-01-03,ACTIVE,P4
S01937,2025-02-10,ACTIVE,P2
S00293,2025-02-21,CANCELLED,P3
S00845,2025-02-04,CANCELLED,P1
S01626,2025-01-27,CANCELLED,P2
S01729,2025-02-05,CANCELLED,P4
S01660,2025-01-21,ACTIVE,P2
S01078,2025-01-02,ACTIVE,P2
S00376,2025-02-14,CANCELLED,P2
S01673,2025-02-04,ACTIVE,P2
S00492,2025-02-28,SUSPENDED,P3
S00360,2025-01-27,SUSPENDED,P1
S01722,2025-02-12,CANCELLED,P2
S01385,2025-01-12,CANCELLED,P2
S01858,2025-02-21,SUSPENDED,P3
S01251,2025-01-04,SUSPENDED,P3
S00015,2025-01-13,ACTIVE,P3
S00588,2025-02-07,SUSPENDED,P3
S00676,2025-01-17,SUSPENDED,P2
S00694,2025-02-24,CANCELLED,P1
S01190,2025-01-04,SUSPENDED,P4
S01265,2025-02-13,ACTIVE,P2
S01613,2025-02-18,CANCELLED,P4
S01191,2025-02-20,SUSPENDED,P2
S01467,2025-01-18,CANCELLED,P4
S01540,2025-02-02,ACTIVE,P2
S00805,2025-02-26,CANCELLED,P3
S01045,2025-01-13,SUSPENDED,P4
S00862,2025-02-23,SUSPENDED,P2
S01946,2025-02-16,ACTIVE,P4
S00024,2025-01-20,ACTIVE,P1
S01956,2025-02-18,CANCELLED,P1
S01213,2025-01-11,SUSPENDED,P3
S01916,2025-02-03,ACTIVE,P4
S00307,2025-02-21,ACTIVE,P4
S01836,2025-01-14,SUSPENDED,P4
S01056,2025-01-17,ACTIVE,P4
S01593,2025-02-19,SUSPENDED,P4
S00515,2025-02-07,CANCELLED,P4
S00847,2025-02-23,ACTIVE,P2
S01868,2025-01-04,SUSPENDED,P3
S00400,2025-01-05,CANCELLED,P3
S00449,2025-01-26,ACTIVE,P4
S00497,2025-02-15,ACTIVE,P3
S01956,2025-01-02,SUSPENDED,P3
S01492,2025-01-17,SUSPENDED,P4
S01378,2025-02-10,SUSPENDED,P3
S01479,2025-01-13,ACTIVE,P2
S01558,2025-02-19,ACTIVE,P1
S00358,2025-01-01,CANCELLED,P4
S00193,2025-02-06,CANCELLED,P4
S00441,2025-01-11,CANCELLED,P1
S00204,2025-01-09,CANCELLED,P4
S01729,2025-02-19,ACTIVE,P4
S00579,2025-02-05,CANCELLED,P2
S00169,2025-02-17,ACTIVE,P2
S01740,2025-01-09,CANCELLED,P4
S01436,2025-02-14,SUSPENDED,P2
S01094,2025-02-13,SUSPENDED,P3
S00525,2025-02-23,ACTIVE,P2
S01309,2025-01-20,SUSPENDED,P4
S01249,2025-01-08,SUSPENDED,P3
S00314,2025-02-04,ACTIVE,P3
S01591,2025-01-25,CANCELLED,P2
S00925,2025-01-28,SUSPENDED,P2
S01006,2025-01-09,SUSPENDED,P2
S00580,2025-02-28,ACTIVE,P2
S01587,2025-02-03,ACTIVE,P1
S01746,2025-02-24,CANCELLED,P3
S00270,2025-01-10,ACTIVE,P1
S01973,2025-02-19,ACTIVE,P2
S01062,2025-02-22,CANCELLED,P4
S00220,2025-01-17,ACTIVE,P3
S00207,2025-01-08,ACTIVE,P3
S00183,2025-01-08,CANCELLED,P3
S01088,2025-02-22,ACTIVE,P3
S01382,2025-02-16,CANCELLED,P3
S00967,2025-01-21,CANCELLED,P3
S01409,2025-01-24,SUSPENDED,P1
S00490,2025-02-07,SUSPENDED,P3
S00008,2025-02-03,ACTIVE,P3
S01351,2025-02-06,SUSPENDED,P2
S01147,2025-01-18,CANCELLED,P2
S00555,2025-01-06,ACTIVE,P3
S01272,2025-01-26,CANCELLED,P4
S00486,2025-01-04,SUSPENDED,P4
S01769,2025-01-04,CANCELLED,P3
S00833,2025-02-08,CANCELLED,P3
S01248,2025-01-26,ACTIVE,P1
S01977,2025-01-26,SUSPENDED,P3
S01954,2025-02-19,SUSPENDED,P1
S00960,2025-01-18,CANCELLED,P1
S01780,2025-02-28,CANCELLED,P2
S01702,2025-01-22,ACTIVE,P3
S01719,2025-01-07,SUSPENDED,P1
S00173,2025-01-13,CANCELLED,P4
S01043,2025-02-23,SUSPENDED,P4
S00123,2025-02-15,SUSPENDED,P2
S00156,2025-01-05,ACTIVE,P4
S01537,2025-02-07,ACTIVE,P3
S01240,2025-02-04,CANCELLED,P3
S00161,2025-01-26,ACTIVE,P3
S00868,2025-02-01,SUSPENDED,P4
S00290,2025-01-10,SUSPENDED,P1
S01308,2025-02-23,ACTIVE,P4
S01790,2025-01-11,SUSPENDED,P3
S00880,2025-01-20,SUSPENDED,P4
S01893,2025-02-11,SUSPENDED,P2
S00453,2025-02-02,CANCELLED,P1
S01393,2025-02-16,CANCELLED,P3
S01803,2025-02-15,ACTIVE,P1
S00405,2025-01-24,CANCELLED,P4
S00384,2025-02-17,SUSPENDED,P2
S00059,2025-01-03,CANCELLED,P3
S01629,2025-01-18,SUSPENDED,P3
S01359,2025-02-20,ACTIVE,P4
S00395,2025-02-05,CANCELLED,P3
S00443,2025-01-21,SUSPENDED,P1
S01738,2025-01-11,CANCELLED,P2
S01174,2025-02-24,SUSPENDED,P3
S01397,2025-01-27,CANCELLED,P1
S01437,2025-01-22,CANCELLED,P1
S00501,2025-02-13,ACTIVE,P3
S00347,2025-01-20,SUSPENDED,P2
S01032,2025-01-10,ACTIVE,P1
S00316,2025-01-12,CANCELLED,P3
S01422,2025-01-12,CANCELLED,P2
S01583,2025-01-19,ACTIVE,P1
S00193,2025-01-01,ACTIVE,P4
S00680,2025-02-19,ACTIVE,P1
S00314,2025-01-02,CANCELLED,P2
S01402,2025-02-16,SUSPENDED,P1
S01694,2025-02-02,CANCELLED,P2
S00261,2025-01-27,CANCELLED,P4
S01329,2025-01-03,CANCELLED,P1
S00548,2025-01-18,SUSPENDED,P4
S00618,2025-01-08,CANCELLED,P2
S01789,2025-02-06,ACTIVE,P1
S00254,2025-02-23,CANCELLED,P3
S01058,2025-02-09,ACTIVE,P1
S01018,2025-01-18,CANCELLED,P2
S00284,2025-01-13,SUSPENDED,P2
S01744,2025-02-19,SUSPENDED,P4
S01235,2025-01-27,CANCELLED,P3
S01218,2025-01-09,CANCELLED,P3
S00402,2025-02-06,ACTIVE,P1
S01779,2025-02-04,ACTIVE,P3
S00293,2025-01-28,CANCELLED,P2
S01704,2025-01-27,SUSPENDED,P4
S01216,2025-02-08,ACTIVE,P3
S00455,2025-01-10,ACTIVE,P2
S00955,2025-01-13,ACTIVE,P2
S00807,2025-02-19,SUSPENDED,P1
S00254,2025-02-15,CANCELLED,P3
S01374,2025-01-11,ACTIVE,P3
S00569,2025-02-10,CANCELLED,P1
S00043,2025-02-03,ACTIVE,P1
S00414,2025-01-17,CANCELLED,P4
S00199,2025-01-16,CANCELLED,P2
S01375,2025-02-01,CANCELLED,P4
S00543,2025-02-22,ACTIVE,P4
S01032,2025-01-08,SUSPENDED,P2
S01920,2025-02-27,ACTIVE,P1
S00750,2025-01-05,CANCELLED,P2
S00404,2025-02-08,ACTIVE,P3
S00862,2025-01-10,SUSPENDED,P3
S01993,2025-02-14,CANCELLED,P2
S00821,2025-02-08,ACTIVE,P3
S01624,2025-01-27,ACTIVE,P2
S00515,2025-01-16,ACTIVE,P4
S00487,2025-01-01,CANCELLED,P1
S00482,2025-01-24,SUSPENDED,P2
S01823,2025-01-25,CANCELLED,P2
S00609,2025-01-25,CANCELLED,P1
S01398,2025-02-05,CANCELLED,P4
S01385,2025-01-11,CANCELLED,P4
S00488,2025-02-14,SUSPENDED,P3
S01440,2025-01-08,CANCELLED,P4
S01351,2025-01-24,ACTIVE,P1
S00188,2025-01-03,SUSPENDED,P4
S01384,2025-01-12,SUSPENDED,P2
S00326,2025-01-02,CANCELLED,P1
S00106,2025-02-27,SUSPENDED,P2
