device_id,customer_id,model,imei
DV01519,C01293,A12,487691143802195
DV01520,C02265,A13,059850289655189
DV01521,C01171,Lite,714474026279306
DV01522,C02147,Lite,148982451824953
DV01523,C02470,Lite,514551588049887
DV01524,C01233,A12,433407917629180
DV01525,C01708,Z5,515272108577700
DV01526,C02939,A13,231122057815196
DV01527,C02205,X9,303605026859402
DV01528,C02987,A12,597790665655671
DV01529,C02501,Lite,177850228810928
DV01530,C01675,X9,921886450744039
DV01531,C01044,Z5,245226829859185
DV01532,C01595,Z5,924543597364527
DV01533,C01930,Z5,796400383473727
DV01534,C01977,A12,517759716240058
DV01535,C02801,A12,623763797669297
DV01536,C02976,Lite,652498415163702
DV01537,C02583,A13,917150799996347
DV01538,C02498,Z5,368234895352217
DV01539,C01792,Lite,851802611211041
DV01540,C02876,A13,482679986300548
DV01541,C01565,A12,910770853390467
DV01542,C01168,Z5,227946609378964
DV01543,C02538,A12,444665831897172
DV01544,C02022,A13,771026922210368
DV01545,C02840,Z5,932574855238140
DV01546,C02287,A13,651652655068066
DV01547,C01966,Lite,623889493964051
DV01548,C02570,X9,602546019050871
DV01549,C01072,A13,011808912739739
DV01550,C01874,A12,072345235110770
DV01551,C01474,X9,372439895184534
DV01552,C02827,Lite,632426452347254
DV01553,C02131,A12,995294250902243
DV01554,C01285,A12,557765063185930
DV01555,C02253,A13,942221273521636
DV01556,C01784,Z5,161214832222568
DV01557,C02584,X9,974431689385937
DV01558,C01554,A12,273699559570569
DV01559,C02380,A12,118451061457821
DV01560,C01304,X9,384251949647206
DV01561,C02921,A12,864960824029495
DV01562,C01545,A13,692212773314536
DV01563,C02838,A12,681587350114825
DV01564,C01576,X9,188913698040642
DV01565,C02191,X9,484186743514497
DV01566,C01359,A12,102130553192715
DV01567,C02860,Z5,318368083950402
DV01568,C01505,X9,093010519552807
DV01569,C01826,X9,334296816682075
DV01570,C02541,A13,883249444706098
DV01571,C02874,A13,921728104072360
DV01572,C02320,A12,384942074990546
DV01573,C01408,X9,305177959649318
DV01574,C02095,A12,045128277597421
DV01575,C02791,A13,361899457415148
DV01576,C02407,Z5,070437971121463
DV01577,C01504,Z5,588442462341606
DV01578,C01974,X9,143414139898543
DV01579,C01478,Lite,070826081319192
DV01580,C01840,Lite,037766819568696
DV01581,C02372,X9,240317251101233
DV01582,C02839,X9,944393850341620
DV01583,C02383,A12,203723494000562
DV01584,C01123,A12,489951013590520
DV01585,C02518,Z5,407463240584097
DV01586,C02825,A13,391314306443668
DV01587,C02723,Z5,638893800030260
DV01588,C01560,Z5,363186083995809
DV01589,C01179,A12,456235078245899
DV01590,C02557,Z5,713094236393369
DV01591,C01934,Z5,442395265134415
DV01592,C01137,A13,684203927812723
DV01593,C02415,A13,079575337727109
DV01594,C02113,A13,550171560842217
DV01595,C02749,Lite,207492568511408
DV01596,C01041,A13,506721785229065
DV01597,C01183,A12,493077705094194
DV01598,C02649,Lite,732309105700129
DV01599,C01020,A13,221708562550988
DV01600,C02797,Z5,446797830947674
DV01601,C02900,X9,132235607495082
DV01602,C02033,X9,694053817839890
DV01603,C02829,Z5,035805657513183
DV01604,C01449,Lite,043178111426678
DV01605,C02477,Lite,323896799081854
DV01606,C02889,X9,012925101728987
DV01607,C01628,A12,919791083452220
DV01608,C01496,Lite,357319762486579
DV01609,C01643,A13,173553735494833
DV01610,C01030,A13,730816567574560
DV01611,C01871,A12,650127535730842
DV01612,C02728,Lite,839131966341558
DV01613,C02900,Z5,045139776342755
DV01614,C01327,X9,297993937344416
DV01615,C01022,X9,057737396187539
DV01616,C01497,A13,622206890330894
DV01617,C01428,Lite,935433927985399
DV01618,C02127,A13,367951533381921
DV01619,C01074,X9,743041799551050
DV01620,C02181,Lite,040735724179602
DV01621,C01328,A12,290927769579291
DV01622,C02618,A12,830165080999451
DV01623,C02468,Lite,559449558812103
DV01624,C01211,Z5,404352745416861
DV01625,C02516,A12,988198265052921
DV01626,C02155,Z5,206578710937930
DV01627,C02800,Z5,967063652279786
DV01628,C02593,Z5,682686240895031
DV01629,C02108,Lite,738407488303062
DV01630,C01891,Lite,029960245133906
DV01631,C02271,Lite,210256648141855
DV01632,C02789,X9,410676667687757
DV01633,C02547,Z5,159684690193851
DV01634,C01694,Lite,443171520743305
DV01635,C02724,X9,562034568963599
DV01636,C01920,X9,236098379599755
DV01637,C02357,Lite,258197525682498
DV01638,C02460,X9,054750447386429
DV01639,C02064,Lite,232564929717318
DV01640,C02168,A13,219729010808943
DV01641,C01377,A13,962433578538030
DV01642,C02078,A12,665745513081603
DV01643,C01234,A13,881298259646201
DV01644,C01719,A12,880588232110067
DV01645,C02724,X9,099607687503246
DV01646,C01601,Z5,181897626697297
DV01647,C01134,Lite,952618621851077
DV01648,C01852,Lite,413250461641922
DV01649,C02064,Z5,005438517529898
DV01650,C01419,X9,300317909936241
DV01651,C01433,A13,144361597793418
DV01652,C01167,A13,739318055356210
DV01653,C02967,A13,542104353944097
DV01654,C02488,Lite,405858769692578
DV01655,C01816,A12,819717147424281
DV01656,C02455,Lite,480746930481265
DV01657,C02051,A13,946420246471790
DV01658,C01664,A13,096191598072775
DV01659,C01512,A13,518407474763707
DV01660,C01180,Lite,455395689729377
DV01661,C02527,X9,841371362568446
DV01662,C01981,A12,640956504384298
DV01663,C02380,A12,686679228859142
DV01664,C01607,A12,889245819225871
DV01665,C01682,Lite,028515820083696
DV01666,C01661,X9,604498766069491
DV01667,C02646,A13,207087316121160
DV01668,C02062,Z5,856685220205651
DV01669,C01578,A13,729097991298187
DV01670,C01191,X9,744655000650387
DV01671,C01946,A12,974585779139218
DV01672,C02852,Z5,815265308005568
DV01673,C01102,Z5,052049599773768
DV01674,C01574,X9,308735335459744
DV01675,C01138,A12,836676780607228
DV01676,C02394,Lite,403025810202067
DV01677,C02939,A12,444715366954793
DV01678,C02500,Lite,567906130603925
DV01679,C01390,A13,240958702465206
DV01680,C02479,A12,143322867701392
DV01681,C01081,Lite,569081923550299
DV01682,C02780,A13,278272246876860
DV01683,C02356,A13,952816989265100
DV01684,C01337,X9,153824479895900
DV01685,C02007,Z5,727661800202977
DV01686,C01931,Z5,913160924674825
DV01687,C01303,Z5,400525022874613
DV01688,C01156,A13,671887213068462
DV01689,C01886,Z5,496628446736287
DV01690,C02790,A13,582336883097041
DV01691,C01331,Z5,264374767462781
DV01692,C02217,X9,071814718830725
DV01693,C01001,Z5,155407576718592
DV01694,C02723,A13,440423360641248
DV01695,C02836,X9,883016848524941
DV01696,C02846,A13,681063366311254
DV01697,C02503,Lite,670969178174950
DV01698,C02197,A13,761926853058007
DV01699,C01418,A13,016869262318715
DV01700,C01551,A13,605462922391083
DV01701,C01481,A12,046775771017624
DV01702,C02834,Z5,935533425018349
DV01703,C02206,Z5,130264729686614
DV01704,C01383,A12,735672667064499
DV01705,C02701,Z5,504768385983089
DV01706,C02802,Lite,357652994718263
DV01707,C01378,A13,043549062771633
DV01708,C01235,X9,767453391813694
DV01709,C01135,Z5,525802624668990
DV01710,C01836,A13,584929913128763
DV01711,C02419,Z5,798677229576962
DV01712,C01122,A12,368041876033854
DV01713,C01584,X9,893129141092597
DV01714,C01290,A12,007191365592026
DV01715,C02980,A13,530738825806054
DV01716,C02410,Lite,660145907195348
DV01717,C02295,X9,894469774196868
DV01718,C01734,A13,014472803324899
DV01719,C02583,X9,165427859983374
DV01720,C01188,A13,753352123458860
DV01721,C02504,A12,916294973860594
DV01722,C02828,A13,065743443954340
DV01723,C01577,Z5,875397072970319
DV01724,C02154,X9,364124409767692
DV01725,C01988,X9,417575641757146
DV01726,C01307,A13,558556507717828
DV01727,C02733,X9,074228473941198
DV01728,C02839,A12,447453414752457
DV01729,C01685,Z5,699445385568196
DV01730,C01673,Z5,410702138425048
DV01731,C01446,A13,198414148149330
DV01732,C01117,X9,460955128903166
DV01733,C02651,Lite,635253711169304
DV01734,C01400,A12,983463432561181
DV01735,C02081,A12,508568226548767
DV01736,C01788,Lite,050047394437239
DV01737,C01148,Lite,153706982316207
DV01738,C02626,X9,454681006494154
DV01739,C01265,A13,445607459412149
DV01740,C01025,Z5,900606861700019
DV01741,C02216,A13,156339630227788
DV01742,C01028,A12,094507308883685
DV01743,C02248,Lite,079872991828919
DV01744,C01408,Z5,520986982955224
DV01745,C02507,A12,995906736802761
DV01746,C01435,A13,148948792472975
DV01747,C01783,A13,817420814563734
DV01748,C01403,A13,910668457357797
DV01749,C02080,A12,016631568894741
DV01750,C02163,Z5,856655633342494
DV01751,C02195,Z5,724189855714276
DV01752,C01042,A12,022434400961789
DV01753,C01957,A13,346695291400572
DV01754,C01405,A13,449939488875873
DV01755,C01102,X9,692012284676262
DV01756,C02675,Lite,541936082220637
DV01757,C02378,A12,853946205576729
DV01758,C01056,Z5,765028566461484
DV01759,C02882,A13,410109371466792
DV01760,C01411,A12,142190215396830
DV01761,C02176,Lite,135203433034845
DV01762,C01283,Z5,497198714573901
DV01763,C02210,Z5,545363483857684
DV01764,C02750,X9,556236890952795
DV01765,C01076,A12,568942820113912
DV01766,C01269,X9,589269531470562
DV01767,C01282,Lite,840231790029734
DV01768,C01334,A13,599210987400764
DV01769,C02409,A13,238528663893752
DV01770,C02110,A13,518919690993158
DV01771,C02706,A12,905678251643065
DV01772,C01872,X9,449153804950394
DV01773,C02310,Z5,112650462515896
DV01774,C01465,Lite,243401135843748
DV01775,C01644,X9,563013472839206
DV01776,C01236,Z5,173804621703154
DV01777,C01725,X9,580342535170561
DV01778,C02284,Lite,917443296708405
DV01779,C01436,A13,229217710019970
DV01780,C02311,A12,658644351118307
DV01781,C02021,X9,260859305808593
DV01782,C02391,X9,306790956656831
DV01783,C01618,Z5,348207613294007
DV01784,C02233,A12,107985846444767
DV01785,C01211,Z5,879358289194455
DV01786,C01714,A12,927377466052371
DV01787,C01801,Lite,876014906858767
DV01788,C01056,Lite,253307100842232
DV01789,C02425,A12,433759635150073
DV01790,C02640,A12,104211419879050
DV01791,C01294,A12,937409237585162
DV01792,C02623,Lite,173841210070704
DV01793,C01681,Z5,041944136762610
DV01794,C02315,A12,246497806761593
DV01795,C02424,X9,957579765416446
DV01796,C01887,Z5,602034500762791
DV01797,C01945,X9,064668305865936
DV01798,C01545,Z5,235109932711213
DV01799,C01121,A13,552506966756097
DV01800,C02680,Z5,506124897786400
