invoice_id,subscription_id,cycle,total_usd
IV001552,S01294,2025-02,34.66
IV001553,S01711,2025-02,145.58
IV001554,S00483,2025-02,176.15
IV001555,S00702,2025-02,150.21
IV001556,S00286,2025-02,167.96
IV001557,S00742,2025-02,35.18
IV001558,S00149,2025-02,181.67
IV001559,S01998,2025-02,28.15
IV001560,S00264,2025-02,24.78
IV001561,S01370,2025-02,24.12
IV001562,S00525,2025-02,199.44
IV001563,S01625,2025-02,136.33
IV001564,S00321,2025-02,51.47
IV001565,S00630,2025-02,177.63
IV001566,S01074,2025-02,46.55
IV001567,S01469,2025-02,116.68
IV001568,S01628,2025-02,110.45
IV001569,S00557,2025-02,112.72
IV001570,S01085,2025-02,67.01
IV001571,S01763,2025-02,195.58
IV001572,S01818,2025-02,27.96
IV001573,S01951,2025-02,77.99
IV001574,S01790,2025-02,100.08
IV001575,S00042,2025-02,119.44
IV001576,S01099,2025-02,59.74
IV001577,S01383,2025-02,81.15
IV001578,S01080,2025-02,106.27
IV001579,S01622,2025-02,33.42
IV001580,S01922,2025-02,39.38
IV001581,S01997,2025-02,116.55
IV001582,S00564,2025-02,175.84
IV001583,S00980,2025-02,189.58
IV001584,S00854,2025-02,23.65
IV001585,S00581,2025-02,51.48
IV001586,S00318,2025-02,113.74
IV001587,S00672,2025-02,31.22
IV001588,S00346,2025-02,107.18
IV001589,S00488,2025-02,62.76
IV001590,S00120,2025-02,180.49
IV001591,S01447,2025-02,188.47
IV001592,S00525,2025-02,126.24
IV001593,S00904,2025-02,142.97
IV001594,S01879,2025-02,190.41
IV001595,S00378,2025-02,135.32
IV001596,S00772,2025-02,163.80
IV001597,S01721,2025-02,62.13
IV001598,S01224,2025-02,177.79
IV001599,S00823,2025-02,38.07
IV001600,S01534,2025-02,197.61
IV001601,S01409,2025-02,199.95
IV001602,S00896,2025-02,173.55
IV001603,S01765,2025-02,73.98
IV001604,S01666,2025-02,34.82
IV001605,S01105,2025-02,189.61
IV001606,S00602,2025-02,169.15
IV001607,S00413,2025-02,198.59
IV001608,S01815,2025-02,95.76
IV001609,S00391,2025-02,141.72
IV001610,S01273,2025-02,83.78
IV001611,S00168,2025-02,52.01
IV001612,S01408,2025-02,121.55
IV001613,S00624,2025-02,21.49
IV001614,S00440,2025-02,193.65
IV001615,S01188,2025-02,133.35
IV001616,S01778,2025-02,50.48
IV001617,S00335,2025-02,28.91
IV001618,S01570,2025-02,52.87
IV001619,S00550,2025-02,57.03
IV001620,S00738,2025-02,54.38
IV001621,S00425,2025-02,36.41
IV001622,S00434,2025-02,28.38
IV001623,S00656,2025-02,129.52
IV001624,S00380,2025-02,191.90
IV001625,S01797,2025-02,37.56
IV001626,S00539,2025-02,190.44
IV001627,S00731,2025-02,96.38
IV001628,S00522,2025-02,48.24
IV001629,S01716,2025-02,34.45
IV001630,S00197,2025-02,139.55
IV001631,S01838,2025-02,67.53
IV001632,S00806,2025-02,192.27
IV001633,S01224,2025-02,89.66
IV001634,S01399,2025-02,65.38
IV001635,S01687,2025-02,88.06
IV001636,S01058,2025-02,22.35
IV001637,S00007,2025-02,46.71
IV001638,S01247,2025-02,68.82
IV001639,S01317,2025-02,141.18
IV001640,S01191,2025-02,112.89
IV001641,S01514,2025-02,173.80
IV001642,S01456,2025-02,175.12
IV001643,S00038,2025-02,131.01
IV001644,S01692,2025-02,120.17
IV001645,S00973,2025-02,151.86
IV001646,S01256,2025-02,68.71
IV001647,S00564,2025-02,54.54
IV001648,S00523,2025-02,118.86
IV001649,S01094,2025-02,137.86
IV001650,S01440,2025-02,49.98
IV001651,S00886,2025-02,169.43
IV001652,S01319,2025-02,113.81
IV001653,S00260,2025-02,177.74
IV001654,S00886,2025-02,46.21
IV001655,S01287,2025-02,82.82
IV001656,S00031,2025-02,45.38
IV001657,S01871,2025-02,141.86
IV001658,S01020,2025-02,182.05
IV001659,S00341,2025-02,82.87
IV001660,S01070,2025-02,55.55
IV001661,S00320,2025-02,174.56
IV001662,S00879,2025-02,71.48
IV001663,S00566,2025-02,21.95
IV001664,S00577,2025-02,102.35
IV001665,S00387,2025-02,116.88
IV001666,S01131,2025-02,65.39
IV001667,S00823,2025-02,116.66
IV001668,S01831,2025-02,32.83
IV001669,S00476,2025-02,99.41
IV001670,S00516,2025-02,179.43
IV001671,S01121,2025-02,106.41
IV001672,S00972,2025-02,101.44
IV001673,S00021,2025-02,68.35
IV001674,S00130,2025-02,40.74
IV001675,S01007,2025-02,34.44
IV001676,S00337,2025-02,115.28
IV001677,S00864,2025-02,183.00
IV001678,S00733,2025-02,39.36
IV001679,S00232,2025-02,25.29
IV001680,S00556,2025-02,61.37
IV001681,S00386,2025-02,142.61
IV001682,S00357,2025-02,131.91
IV001683,S00767,2025-02,195.21
IV001684,S01409,2025-02,23.21
IV001685,S01819,2025-02,109.07
IV001686,S01790,2025-02,167.71
IV001687,S01125,2025-02,175.59
IV001688,S00018,2025-02,160.26
IV001689,S00543,2025-02,150.96
IV001690,S01157,2025-02,114.06
IV001691,S00010,2025-02,79.04
IV001692,S00275,2025-02,41.06
IV001693,S00024,2025-02,190.41
IV001694,S00594,2025-02,33.18
IV001695,S01940,2025-02,42.80
IV001696,S01249,2025-02,42.05
IV001697,S01727,2025-02,162.55
IV001698,S00774,2025-02,179.47
IV001699,S00329,2025-02,198.86
IV001700,S00251,2025-02,47.37
